doc_id,words,sentences,ºÃ,ÀÖ,°§,Å­,¾å,¶ñ,¾ª
4332,128,2,2,0,1,0,0,3,1
4333,12,1,0,0,0,0,0,0,0
4334,42,2,2,1,0,0,0,0,0
4335,8,2,0,0,0,0,0,1,0
4336,3,1,0,0,0,0,0,0,0
4337,34,1,0,0,0,0,0,2,0
4338,84,2,2,0,0,0,0,5,0
4339,63,3,2,1,0,0,0,2,0
4340,20,3,0,0,0,0,0,0,0
4341,12,1,1,1,0,0,0,2,0
4342,32,2,0,0,0,0,0,1,0
4343,3,2,0,0,0,0,0,0,0
4344,78,4,4,2,1,0,0,2,0
4345,15,1,0,1,0,0,0,0,0
4346,50,3,2,0,0,0,0,0,0
4347,10,2,0,0,0,0,0,1,0
4348,81,2,0,1,2,0,0,5,0
4349,16,3,1,0,0,0,0,0,0
4350,119,5,1,0,0,0,0,1,0
4351,9,1,0,0,0,0,0,1,0
4352,3,1,0,0,0,0,0,0,0
4353,60,1,1,0,0,0,0,3,0
4354,17,2,0,1,0,0,0,0,0
4355,19,2,0,0,1,0,0,0,0
4356,52,1,1,0,1,0,0,3,0
4357,26,1,1,0,0,0,0,0,0
4358,9,1,0,0,0,0,0,0,0
4359,94,1,7,4,0,0,0,2,0
4360,35,2,0,0,0,0,0,1,0
4361,11,2,0,0,0,0,0,0,0
4362,8,1,0,0,1,0,0,0,0
4363,236,1,6,3,2,0,0,5,0
4364,44,2,0,0,1,0,0,1,0
4365,28,1,0,1,0,0,0,0,0
4366,14,1,0,0,0,0,0,0,0
4367,9,1,0,0,0,0,0,3,0
4368,25,1,0,0,0,0,0,1,0
4369,23,1,0,0,0,0,0,0,0
4370,7,1,0,0,0,0,0,0,0
4371,47,3,1,0,1,0,0,1,0
4372,12,1,0,0,2,0,0,0,0
4373,29,1,0,0,0,0,0,0,0
4374,45,3,0,0,0,0,2,1,0
4375,11,1,0,0,0,0,0,0,0
4376,15,1,0,0,0,0,0,0,0
4377,13,2,0,0,0,0,0,0,0
4378,10,2,1,0,0,0,0,1,0
4379,30,3,0,0,0,0,0,0,0
4380,12,3,0,0,0,0,0,0,0
4381,10,1,0,0,0,0,1,1,0
4382,51,1,0,1,3,0,0,0,0
4383,13,1,1,0,0,0,0,0,0
4384,53,1,0,0,1,0,1,2,0
4385,38,3,1,0,0,0,1,3,0
4386,31,1,0,0,0,0,0,0,0
4387,19,2,0,0,0,0,0,1,0
4388,49,1,0,1,0,0,0,1,0
4389,17,1,0,0,0,0,0,0,0
4390,23,3,0,0,0,0,0,0,0
4391,50,2,0,0,0,0,0,1,0
4392,8,1,0,0,0,0,0,1,0
4393,15,1,0,0,0,0,0,0,0
4394,10,1,0,0,0,0,0,1,0
4395,64,2,3,1,0,0,0,2,0
4396,60,1,0,0,0,0,0,3,0
4397,49,1,2,0,0,0,0,1,0
4398,19,2,0,1,0,0,1,0,0
4399,6,1,1,0,0,0,0,0,0
4400,22,1,0,0,1,0,0,1,1
4401,8,1,0,0,0,0,0,0,0
4402,11,2,0,0,0,0,0,0,0
4403,89,3,5,0,1,0,0,4,0
4404,53,1,2,1,0,0,0,0,0
4405,26,1,0,0,0,0,0,1,0
4406,13,1,0,0,0,0,0,0,0
4407,9,1,0,0,0,0,0,0,0
4408,76,1,1,0,0,0,0,1,0
4409,19,1,0,0,0,1,0,0,0
4410,36,1,0,0,3,0,0,0,0
4411,14,1,0,0,0,0,0,1,0
4412,16,1,0,0,1,0,0,0,0
4413,11,1,0,0,0,0,0,0,0
4414,16,1,0,0,0,0,0,0,0
4415,350,18,14,8,2,0,0,10,1
4416,8,1,0,0,0,0,0,1,0
4417,358,11,13,1,5,0,0,13,0
4418,52,2,0,2,1,0,0,0,0
4419,18,5,0,0,0,0,0,0,0
4420,8,1,0,0,0,0,0,0,0
4421,12,1,0,0,0,0,0,0,0
4422,15,1,0,0,0,0,0,0,0
4423,15,2,1,0,0,0,0,0,0
4424,19,2,0,0,0,0,0,0,0
4425,22,2,0,0,0,0,0,0,0
4426,12,1,0,0,0,0,0,0,0
4427,17,2,0,0,0,0,0,0,0
4428,14,2,0,0,0,0,0,0,0
4429,40,1,0,0,0,0,0,0,0
4430,14,1,0,0,0,0,0,0,0
4431,18,2,2,1,0,0,0,0,0
4432,39,2,1,0,0,0,0,1,0
4433,155,1,4,1,2,0,0,8,0
4434,6,1,0,0,0,0,0,0,0
4435,5,1,0,0,0,0,0,0,0
4436,111,1,7,0,3,0,0,3,0
4437,8,2,0,1,0,0,0,0,0
4438,16,1,0,0,0,0,0,0,0
4439,3,1,0,0,0,0,0,0,0
4440,111,5,1,2,1,0,0,3,0
4441,15,2,0,0,0,0,0,0,0
4442,8,2,0,1,0,0,0,0,0
4443,32,3,0,1,0,0,0,0,0
4444,8,1,0,0,0,0,0,0,0
4445,9,1,0,0,0,0,0,0,0
4446,17,1,0,0,1,0,0,0,0
4447,16,1,0,0,0,0,0,0,0
4448,8,1,0,1,0,0,0,0,0
4449,249,1,2,2,1,0,0,3,0
4450,18,2,0,0,1,0,0,0,0
4451,31,1,2,2,0,0,0,3,0
4452,55,3,3,0,0,0,0,3,0
4453,29,2,0,0,0,0,0,1,0
4454,9,1,0,0,0,0,0,0,0
4455,14,1,0,0,0,0,0,2,0
4456,24,1,1,0,1,0,0,2,0
4457,48,4,0,0,0,0,0,0,0
4458,3,1,0,1,0,0,0,0,0
4459,331,3,6,1,0,0,1,7,0
4460,9,2,0,0,0,0,0,0,0
4461,120,10,5,1,0,0,0,1,0
4462,11,1,0,0,0,0,0,0,0
4463,8,2,0,1,0,0,0,0,0
4464,20,1,0,0,2,0,0,2,0
4465,173,1,4,3,0,0,1,3,1
4466,27,1,0,0,0,0,2,0,0
4467,45,1,1,0,0,0,0,0,0
4468,47,2,1,0,0,0,0,1,0
4469,19,1,1,0,0,0,0,0,0
4470,30,1,0,0,0,0,0,1,0
4471,11,1,0,0,0,0,0,0,0
4472,183,2,2,1,3,0,0,3,0
4473,26,2,0,0,0,0,0,0,0
4474,8,2,0,0,0,0,0,0,0
4475,22,1,0,0,0,0,0,0,0
4476,8,1,0,0,0,0,0,0,0
4477,7,1,1,0,0,0,0,0,0
4478,87,6,1,0,1,0,0,5,0
4479,5,2,0,0,0,0,0,0,0
4480,6,1,0,0,0,0,0,0,0
4481,3,1,0,0,0,0,0,1,0
4482,33,1,0,0,0,0,0,0,0
4483,20,2,1,0,1,0,0,0,0
4484,35,2,3,1,0,0,0,2,0
4485,7,1,0,0,2,0,0,0,0
4486,16,2,0,0,0,0,0,1,0
4487,7,1,0,0,0,0,0,0,0
4488,7,1,0,0,0,0,0,0,0
4489,9,1,1,0,0,0,0,1,0
4490,10,1,0,0,0,0,0,0,0
4491,24,1,1,0,0,0,0,0,0
4492,11,1,0,0,0,0,0,0,0
4493,12,1,0,0,0,0,0,1,0
4494,32,1,0,0,0,0,1,0,0
4495,22,2,0,0,0,0,0,0,0
4496,141,11,7,3,4,0,0,1,0
4497,72,3,5,0,1,0,0,4,0
4498,25,1,0,0,0,0,0,3,0
4499,8,1,0,0,2,0,0,0,0
4500,32,2,0,0,2,0,0,0,0
4501,123,5,0,0,2,0,0,1,0
4502,58,6,0,1,1,1,0,0,0
4503,10,1,2,0,0,0,0,1,0
4504,73,4,0,0,3,0,0,0,0
4505,10,1,0,0,0,0,0,0,0
4506,10,1,1,0,0,0,0,0,0
4507,28,1,0,0,0,0,0,0,0
4508,2,1,0,0,0,0,0,0,0
4509,18,1,1,0,0,0,0,0,0
4510,8,1,0,1,0,0,0,0,0
4511,37,2,0,0,0,0,0,0,0
4512,19,1,0,0,0,0,0,0,0
4513,20,1,0,1,0,0,0,0,0
4514,69,3,0,2,1,0,0,0,0
4515,13,3,0,2,0,0,0,0,0
4516,134,8,0,0,0,0,0,5,0
4517,30,1,0,0,0,0,1,0,0
4518,20,2,0,0,1,0,0,0,0
4519,21,2,2,0,0,0,0,0,0
4520,48,4,0,0,1,0,0,3,0
4521,121,10,2,0,1,0,3,2,0
4522,16,1,0,0,0,0,0,0,0
4523,14,1,1,0,1,0,0,0,0
4524,16,2,0,0,0,0,0,0,0
4525,15,1,2,0,0,0,0,1,0
4526,43,1,1,1,0,0,0,0,0
4527,17,1,0,0,0,0,0,0,0
4528,26,2,0,2,0,0,0,0,0
4529,11,1,0,0,0,0,0,0,0
4530,261,7,10,7,4,0,0,5,0
4531,6,1,0,0,0,0,0,0,0
4532,17,1,1,0,0,0,0,1,0
4533,80,4,1,1,0,0,0,0,0
4534,30,1,1,0,0,0,0,0,0
4535,25,3,1,0,0,0,0,0,0
4536,18,1,0,1,1,0,0,3,0
4537,120,1,0,1,0,0,0,2,1
4538,44,3,2,0,3,0,0,2,0
4539,11,1,1,0,0,0,0,1,0
4540,117,8,1,3,2,0,1,3,0
4541,217,12,5,0,0,0,0,0,0
4542,10,1,0,0,1,0,1,0,0
4543,339,2,2,2,0,0,0,18,0
4544,18,2,0,1,1,0,0,2,0
4545,8,1,0,0,0,0,0,0,0
4546,61,3,0,1,1,0,1,1,0
4547,5,1,0,0,0,0,0,0,0
4548,117,8,5,0,2,0,0,4,0
4549,6,1,1,0,0,0,0,0,0
4550,7,1,0,0,0,0,1,0,0
4551,14,1,1,0,0,0,0,0,0
4552,13,1,0,0,0,0,0,0,0
4553,139,2,0,0,1,0,1,2,1
4554,40,1,1,0,0,0,0,2,0
4555,24,2,0,0,0,0,0,0,0
4556,2,1,0,0,0,0,0,0,0
4557,14,1,0,0,1,0,0,0,0
4558,17,1,0,0,2,0,0,1,0
4559,23,3,0,1,0,0,0,1,0
4560,8,1,0,0,0,0,0,0,0
4561,141,5,4,4,0,0,0,1,0
4562,52,1,1,0,0,0,0,1,0
4563,5,1,0,0,0,0,0,0,0
4564,82,3,5,0,0,0,0,1,0
4565,19,4,2,0,1,0,0,0,0
4566,20,2,0,0,0,0,0,1,0
4567,79,2,3,3,0,0,1,1,0
4568,44,2,2,0,0,0,0,2,0
4569,34,3,0,1,0,0,0,0,0
4570,22,1,0,0,0,0,0,2,0
4571,440,4,2,6,8,0,2,20,0
4572,102,1,1,0,1,0,1,5,0
4573,6,1,0,1,0,0,0,0,0
4574,56,1,1,0,1,0,0,1,0
4575,6,1,0,1,0,0,0,0,0
4576,6,1,1,0,0,0,0,0,0
4577,18,1,0,0,1,0,0,1,0
4578,5,1,0,0,0,0,0,2,0
4579,7,1,0,0,0,0,0,0,0
4580,49,1,0,0,0,0,0,1,0
4581,3,2,0,0,0,0,0,0,0
4582,12,1,0,0,0,0,0,0,0
4583,88,1,0,0,0,0,0,0,0
4584,22,3,0,0,1,0,0,0,0
4585,26,2,0,1,0,0,0,0,0
4586,4,1,0,0,0,0,0,0,0
4587,6,2,0,0,0,0,0,0,0
4588,10,1,3,0,0,0,0,1,0
4589,13,2,1,0,0,0,0,0,0
4590,4,2,0,0,2,0,0,0,0
4591,51,4,2,0,0,0,0,3,0
4592,46,2,3,1,2,0,0,0,0
4593,21,2,0,0,0,0,0,0,0
4594,30,1,0,0,1,0,0,1,0
4595,18,2,1,0,1,0,0,0,0
4596,17,2,1,0,0,0,0,0,0
4597,7,1,0,0,0,0,0,0,0
4598,13,1,0,0,1,0,0,0,0
4599,8,2,0,0,0,0,0,0,0
4600,203,7,6,3,0,0,0,2,2
4601,5,2,0,0,1,0,0,1,0
4602,33,1,1,0,1,0,0,1,1
4603,11,1,0,0,0,0,0,0,0
4604,5,2,0,0,0,0,0,0,0
4605,13,1,0,0,0,0,0,0,0
4606,21,2,0,0,0,0,0,2,0
4607,16,1,0,0,0,0,0,0,0
4608,16,1,0,1,0,0,0,0,1
4609,9,1,0,0,0,0,0,0,0
4610,79,2,1,0,0,0,0,3,0
4611,18,5,0,0,0,0,0,0,0
4612,77,1,2,0,0,0,0,0,0
4613,44,4,0,1,0,0,0,1,0
4614,76,1,0,0,2,0,0,3,0
4615,18,1,0,0,0,0,0,0,0
4616,20,1,1,0,0,0,0,1,0
4617,179,1,3,2,2,0,1,6,0
4618,2,1,0,0,0,0,0,0,0
4619,23,1,0,0,1,0,0,1,0
4620,26,2,0,0,0,0,2,0,0
4621,5,1,0,0,0,0,0,0,0
4622,43,4,0,0,0,0,0,4,0
4623,139,1,3,0,0,0,0,3,0
4624,4,1,0,0,0,0,0,1,0
4625,6,1,0,0,0,0,0,0,0
4626,19,2,0,1,0,0,0,0,0
4627,1,1,0,0,0,0,0,0,0
4628,10,1,0,0,0,0,0,0,0
4629,5,1,0,0,0,0,0,0,0
4630,28,2,0,1,1,0,0,3,0
4631,3,1,0,0,1,0,0,0,0
4632,11,1,0,0,0,0,0,0,0
4633,35,2,0,0,0,0,0,0,0
4634,8,1,1,0,0,0,0,2,0
4635,12,1,0,1,0,0,0,1,0
4636,5,1,0,0,0,0,0,0,0
4637,107,3,1,1,0,0,0,1,0
4638,43,4,0,0,0,0,0,0,0
4639,15,1,0,0,0,0,0,0,0
4640,6,2,0,0,0,0,0,0,0
4641,61,13,2,0,4,0,1,1,0
4642,15,2,0,0,0,0,0,0,0
4643,48,4,1,0,0,0,0,5,0
4644,32,4,0,0,1,0,0,1,0
4645,40,1,1,0,0,0,1,0,0
4646,13,1,0,0,0,0,0,0,0
4647,49,1,1,0,0,0,1,5,0
4648,12,1,0,0,0,0,0,0,0
4649,105,4,2,0,0,0,1,3,0
4650,8,1,0,0,0,0,0,0,0
4651,428,1,9,4,0,1,1,16,0
4652,19,1,0,1,0,0,0,0,0
4653,15,1,0,0,0,0,0,1,0
4654,12,2,0,0,0,0,0,2,0
4655,22,1,0,1,0,0,1,1,0
4656,8,2,0,0,0,0,0,0,0
4657,14,1,0,0,0,0,0,0,0
4658,8,1,0,0,0,0,0,0,0
4659,6,1,0,0,0,0,0,0,0
4660,8,1,0,0,0,0,0,0,0
4661,38,4,1,2,1,0,0,0,0
4662,12,1,0,1,1,0,0,0,0
4663,13,2,0,0,0,0,0,0,0
4664,5,1,0,0,0,0,0,0,0
4665,16,1,0,0,0,0,0,0,0
4666,37,1,0,1,0,0,1,3,0
4667,29,2,0,0,1,0,0,0,0
4668,60,2,2,1,2,0,0,2,0
4669,18,1,1,0,0,0,0,1,0
4670,238,10,2,3,4,0,0,8,0
4671,2,2,0,0,0,0,0,0,0
4672,5,2,0,0,0,0,0,1,0
4673,44,1,1,0,0,0,0,0,0
4674,36,2,0,0,0,0,0,5,0
4675,12,1,0,0,1,0,0,0,0
4676,13,1,0,0,1,0,0,0,0
4677,65,1,1,1,0,0,0,0,0
4678,4,2,0,0,0,0,0,0,0
4679,9,1,0,0,1,0,0,1,0
4680,6,2,0,0,0,0,0,0,0
4681,26,1,0,0,0,0,0,0,0
4682,24,2,0,0,1,0,0,1,0
4683,15,1,0,0,1,0,0,1,0
4684,36,1,1,1,1,0,0,1,0
4685,61,2,0,0,0,0,0,2,0
4686,26,2,1,0,0,0,0,0,0
4687,10,1,0,0,0,0,0,0,0
4688,10,1,0,0,0,0,0,1,0
4689,145,3,5,1,0,0,0,4,0
4690,27,1,1,0,0,0,0,1,0
4691,70,6,0,1,0,0,0,3,0
4692,17,1,0,1,0,0,0,0,0
4693,31,2,0,0,0,0,0,0,0
4694,5,1,0,0,0,0,0,0,0
4695,99,6,5,1,2,0,2,0,0
4696,23,2,0,0,0,0,0,1,3
4697,18,2,0,0,0,0,0,1,0
4698,3,1,0,0,0,0,0,0,0
4699,27,2,0,0,0,0,0,0,0
4700,193,12,4,1,0,0,0,1,0
4701,25,3,1,0,0,0,0,0,0
4702,14,1,0,2,0,0,0,0,0
4703,13,3,0,0,0,0,0,0,0
4704,282,1,7,0,2,0,2,11,0
4705,16,1,0,0,0,0,1,2,0
4706,8,1,0,2,0,0,0,0,0
4707,15,1,0,0,0,1,0,0,0
4708,2,1,0,0,0,0,0,0,0
4709,29,1,0,0,0,0,0,0,0
4710,141,9,3,2,1,0,0,6,0
4711,13,1,1,0,0,0,0,0,0
4712,10,1,0,0,1,0,0,2,0
4713,55,4,2,0,0,0,0,0,0
4714,6,1,0,1,0,0,0,0,0
4715,20,1,0,0,0,0,0,1,0
4716,18,1,0,0,0,0,0,5,0
4717,17,1,0,0,2,0,0,2,0
4718,36,2,0,0,0,0,0,1,0
4719,22,1,0,0,0,0,0,0,0
4720,10,1,0,0,2,0,0,0,0
4721,8,1,0,0,0,0,0,1,0
4722,6,1,0,0,0,0,0,0,0
4723,36,1,1,0,1,0,0,3,0
4724,31,1,0,0,0,0,0,2,0
4725,88,2,2,0,1,1,0,3,0
4726,7,1,0,0,0,0,0,0,0
4727,8,1,0,0,0,0,0,0,0
4728,81,1,0,0,0,0,0,2,0
4729,2,1,0,0,0,0,0,0,0
4730,152,4,4,4,0,0,0,8,0
4731,21,1,0,0,0,0,0,0,0
4732,19,1,0,0,0,0,0,1,0
4733,187,1,1,1,3,0,0,7,0
4734,134,2,3,0,1,0,0,9,0
4735,7,1,0,0,0,0,0,0,0
4736,38,2,1,0,0,0,0,1,0
4737,78,2,0,1,1,0,0,0,0
4738,9,2,1,0,0,0,0,0,0
4739,24,1,0,0,0,0,0,2,0
4740,221,1,1,0,3,0,0,5,0
4741,13,2,0,0,0,0,0,1,0
4742,67,1,0,2,0,0,0,1,0
4743,29,2,0,1,2,0,0,0,0
4744,470,26,10,7,8,0,0,5,0
4745,5,1,0,0,0,0,0,0,0
4746,7,1,0,0,0,0,0,0,0
4747,19,1,0,0,0,0,0,0,0
4748,31,3,0,0,0,0,0,3,0
4749,32,1,0,0,0,1,0,1,0
4750,82,7,2,0,0,0,0,2,0
4751,5,1,0,0,1,0,0,0,0
4752,8,1,0,0,0,0,0,0,0
4753,10,2,0,0,0,0,0,0,0
4754,25,1,1,0,0,0,0,2,0
4755,66,4,0,1,0,0,0,1,0
4756,6,1,0,0,0,0,0,0,0
4757,4,1,0,0,0,0,0,1,0
4758,79,1,3,0,1,0,0,2,0
4759,105,2,0,1,0,0,0,3,0
4760,49,2,0,0,0,0,0,0,0
4761,41,3,0,0,1,0,0,4,0
4762,10,1,0,0,0,0,0,0,0
4763,29,1,0,2,3,0,1,0,0
4764,18,1,0,0,0,0,0,2,0
4765,9,1,0,0,0,0,0,1,0
4766,8,2,0,0,0,0,0,1,0
4767,12,1,0,0,0,0,0,0,0
4768,17,2,0,0,0,0,0,1,0
4769,18,2,0,0,0,0,0,0,0
4770,20,1,0,1,0,0,0,1,0
4771,15,1,0,0,0,0,1,0,0
4772,5,1,0,0,0,0,0,2,0
4773,30,2,1,0,0,0,0,0,0
4774,5,1,0,0,2,0,0,0,0
4775,14,1,0,0,1,0,0,0,0
4776,12,1,0,0,0,0,0,0,0
4777,6,1,0,0,0,0,0,1,0
4778,7,1,1,0,0,0,0,0,0
4779,5,2,0,0,0,0,0,0,0
4780,53,2,1,1,0,0,0,4,0
4781,37,1,1,0,1,0,0,0,0
4782,26,1,0,0,0,0,0,0,0
4783,34,1,0,0,0,0,0,1,0
4784,123,7,7,2,2,0,0,4,0
4785,11,1,2,0,0,0,0,1,0
4786,18,5,0,0,0,0,0,0,0
4787,48,2,2,0,1,0,0,1,0
4788,2,1,0,0,0,0,0,0,0
4789,41,1,2,0,0,0,1,1,0
4790,28,1,1,0,0,0,0,0,0
4791,81,7,2,0,2,0,0,2,0
4792,8,1,1,0,0,0,0,1,0
4793,15,1,0,0,0,0,0,1,0
4794,233,4,2,3,1,0,1,2,0
4795,642,45,17,9,0,0,1,31,0
4796,9,2,1,0,0,0,0,0,0
4797,6,2,0,0,0,0,0,0,0
4798,29,1,0,1,0,0,0,0,0
4799,49,1,0,0,0,0,0,2,0
4800,4,1,0,0,0,0,0,0,0
4801,24,1,0,1,0,0,0,0,0
4802,75,3,1,0,1,0,0,0,1
4803,51,2,0,0,0,0,0,1,0
4804,52,1,1,1,0,0,0,2,0
4805,41,3,2,0,0,0,2,1,0
4806,38,2,3,1,0,0,1,0,0
4807,7,1,0,0,0,0,0,1,0
4808,17,1,1,0,0,0,0,0,0
4809,7,1,0,1,0,0,0,0,0
4810,23,2,0,0,0,0,0,0,0
4811,3,1,1,0,0,0,0,0,0
4812,14,1,0,0,1,0,0,0,0
4813,18,1,0,0,0,0,0,1,0
4814,4,3,0,0,1,0,0,0,0
4815,77,3,2,0,1,0,0,3,0
4816,138,5,1,0,2,2,1,4,0
4817,10,2,0,0,0,0,0,0,0
4818,32,5,0,0,0,0,0,0,0
4819,41,2,0,0,1,0,0,2,0
4820,45,1,0,0,0,0,0,0,0
4821,66,5,2,0,1,0,0,2,0
4822,2,1,0,0,0,0,0,0,0
4823,12,1,1,0,1,0,0,1,0
4824,26,2,0,0,0,0,0,4,0
4825,37,1,0,0,0,0,0,0,0
4826,32,1,0,0,1,0,0,1,0
4827,134,2,4,0,1,0,0,11,0
4828,5,1,0,0,0,0,0,0,0
4829,12,1,0,0,0,0,0,0,0
4830,8,2,0,0,0,0,0,0,0
4831,17,2,3,1,1,0,0,2,0
4832,6,2,0,0,1,0,0,1,0
4833,59,1,2,0,0,0,0,0,0
4834,37,1,1,0,0,0,0,0,0
4835,147,5,7,1,0,0,0,3,0
4836,27,1,0,0,2,0,0,0,0
4837,34,1,1,0,1,0,0,1,0
4838,91,1,3,0,1,0,0,2,0
4839,9,1,0,0,0,0,0,1,0
4840,8,1,0,0,0,0,0,0,0
4841,35,1,0,1,0,0,0,0,0
4842,101,1,4,0,1,1,0,6,0
4843,52,1,0,1,0,0,1,2,0
4844,173,13,2,0,2,0,0,3,0
4845,53,4,0,0,2,0,1,4,0
4846,24,2,0,0,0,0,0,1,0
4847,16,2,0,0,0,0,0,0,0
4848,4,1,1,0,0,0,0,0,0
4849,6,2,0,0,0,0,0,0,0
4850,11,1,0,0,0,0,0,0,0
4851,70,1,2,1,0,0,0,2,1
4852,39,3,1,1,2,0,1,0,0
4853,9,1,0,0,0,0,0,0,0
4854,83,1,0,0,1,0,0,2,0
4855,157,3,0,1,0,0,0,2,0
4856,41,1,0,1,0,0,0,4,0
4857,25,1,0,0,0,0,0,0,0
4858,13,2,1,1,0,0,0,0,0
4859,15,2,0,0,1,0,0,0,0
4860,4,1,0,0,0,2,0,0,0
4861,25,1,0,0,0,0,0,2,0
4862,22,2,0,0,0,0,0,2,0
4863,64,2,1,0,0,0,0,3,0
4864,63,4,0,1,0,0,0,4,0
4865,3,1,0,0,0,0,0,0,0
4866,9,2,1,1,0,0,0,0,0
4867,51,1,0,0,2,0,0,1,0
4868,163,9,14,2,3,0,0,3,0
4869,11,2,0,0,0,0,0,0,0
4870,18,1,0,0,0,0,0,0,0
4871,6,2,0,0,0,0,0,0,0
4872,10,1,0,0,0,0,1,0,0
4873,89,1,3,2,2,0,0,2,0
4874,11,2,0,0,0,0,0,0,0
4875,51,1,0,0,2,0,0,3,0
4876,15,2,1,0,0,0,0,0,0
4877,11,1,0,0,0,0,0,0,0
4878,17,2,0,0,0,0,0,2,0
4879,37,1,1,0,1,0,0,1,0
4880,8,1,1,0,0,0,0,0,0
4881,37,1,0,1,0,0,1,2,0
4882,8,1,0,0,0,0,0,0,0
4883,31,3,0,0,0,0,0,3,0
4884,43,4,0,0,0,0,0,1,0
4885,25,2,1,0,1,0,0,0,0
4886,135,1,2,0,4,0,0,3,0
4887,20,3,0,0,0,0,0,1,0
4888,20,1,0,0,0,0,0,0,0
4889,8,1,0,0,0,0,0,0,0
4890,58,3,3,1,0,0,0,4,0
4891,24,2,2,1,0,0,0,1,0
4892,52,1,1,2,0,0,0,0,0
4893,9,2,1,0,0,0,0,1,0
4894,17,1,0,0,0,0,0,0,0
4895,93,5,0,0,0,0,1,1,0
4896,13,3,0,0,0,0,0,0,0
4897,10,1,0,0,0,0,0,0,0
4898,16,1,0,0,2,0,0,1,0
4899,43,1,2,0,0,0,0,1,0
4900,66,6,3,2,2,0,0,1,0
4901,6,1,0,0,0,0,0,0,0
4902,9,2,0,0,0,0,0,0,0
4903,19,2,0,0,0,0,0,1,0
4904,18,1,0,0,0,0,0,1,0
4905,16,1,0,0,0,0,0,1,0
4906,9,1,0,0,0,0,1,0,0
4907,22,3,1,1,0,0,0,0,0
4908,22,1,0,0,0,0,0,5,0
4909,22,3,0,2,0,0,0,0,0
4910,7,1,0,0,0,0,0,0,0
4911,5,2,0,0,0,0,0,0,0
4912,8,2,0,0,0,0,0,1,0
4913,26,3,0,0,0,0,0,0,0
4914,7,1,0,0,0,0,0,0,0
4915,39,2,3,1,0,0,1,0,0
4916,16,1,1,0,0,0,0,0,0
4917,156,4,0,1,0,0,1,0,0
4918,7,1,0,0,0,0,0,0,0
4919,12,1,0,0,0,0,0,0,0
4920,11,1,0,0,0,0,0,0,0
4921,5,1,0,0,1,0,0,0,0
4922,10,1,0,1,0,0,0,0,0
4923,5,1,0,0,0,0,0,0,0
4924,15,2,2,0,0,0,0,0,0
4925,4,1,0,0,0,0,0,0,0
4926,160,11,5,1,3,0,0,5,0
4927,23,4,1,0,0,0,0,0,0
4928,21,2,1,0,0,0,0,0,0
4929,28,2,0,0,0,0,0,1,0
4930,37,2,0,1,0,0,0,1,0
4931,65,5,1,1,3,0,0,4,0
4932,18,1,0,0,2,0,0,1,0
4933,4,1,0,0,0,0,0,0,0
4934,6,1,0,0,0,0,0,0,0
4935,3,1,0,0,0,0,0,0,0
4936,33,2,1,1,0,0,2,1,0
4937,21,3,0,0,2,0,0,0,0
4938,48,1,2,0,0,0,0,0,0
4939,8,1,0,0,0,0,0,0,0
4940,18,2,0,1,0,0,0,0,0
4941,38,1,1,0,0,0,0,2,0
4942,24,1,0,0,0,0,0,1,0
4943,23,1,3,1,0,0,0,0,0
4944,43,1,1,0,0,0,0,3,0
4945,61,6,2,0,1,0,0,0,0
4946,18,5,0,0,0,0,0,0,0
4947,133,1,3,1,1,0,0,2,0
4948,59,1,1,0,1,0,0,1,0
4949,15,1,0,0,2,0,0,0,0
4950,9,1,0,0,0,0,0,0,0
4951,8,1,0,0,0,0,0,0,0
4952,23,1,0,0,0,0,0,0,0
4953,13,1,0,0,0,0,0,0,0
4954,9,1,0,0,0,0,0,0,0
4955,33,3,0,1,1,0,1,0,0
4956,41,1,1,0,0,0,0,0,0
4957,6,1,0,0,0,0,0,0,0
4958,24,3,2,0,0,0,0,0,0
4959,11,2,1,0,0,0,0,0,0
4960,31,1,1,1,0,0,0,0,0
4961,25,2,0,0,0,0,0,1,0
4962,82,2,3,0,0,1,1,3,0
4963,24,1,0,1,0,0,0,1,0
4964,34,2,1,1,0,0,0,1,0
4965,5,1,0,0,0,0,0,0,0
4966,14,1,0,0,0,0,0,2,0
4967,90,4,6,1,1,0,0,2,0
4968,1,1,0,0,0,0,0,0,0
4969,25,1,0,0,0,0,0,1,0
4970,13,1,1,0,0,0,0,0,0
4971,9,1,0,0,2,0,0,0,0
4972,5,1,0,0,0,0,0,1,0
4973,6,1,1,0,0,0,0,0,0
4974,112,1,2,0,1,0,1,3,0
4975,26,1,0,0,0,0,0,1,0
4976,75,1,4,1,1,0,0,1,0
4977,8,1,0,0,0,0,0,0,0
4978,35,1,2,0,2,0,0,0,0
4979,27,1,1,0,0,0,0,0,0
4980,39,1,0,0,1,0,0,2,0
4981,34,1,0,1,0,0,0,1,0
4982,19,1,0,0,0,0,0,2,0
4983,21,1,1,0,1,0,0,0,0
4984,38,1,2,0,1,0,0,0,0
4985,7,1,0,0,0,0,0,3,0
4986,15,1,0,0,0,0,1,2,0
4987,10,1,0,0,0,0,0,0,0
4988,100,1,3,0,2,1,1,3,0
4989,14,2,1,0,0,0,0,0,0
4990,92,1,5,0,0,0,0,0,0
4991,26,1,0,0,1,0,0,1,0
4992,15,1,0,0,0,0,1,0,0
4993,243,2,2,2,6,0,3,5,0
4994,84,1,1,2,2,0,0,0,0
4995,12,1,0,0,0,0,0,1,0
