doc_id,words,sentences,ºÃ,ÀÖ,°§,Å­,¾å,¶ñ,¾ª
254,77,3,2,0,0,0,0,0,0
255,8,1,0,0,0,0,0,0,0
256,21,3,1,0,0,0,0,0,0
257,30,3,1,0,0,0,0,0,0
258,20,1,0,0,0,0,0,0,0
259,2,1,1,0,0,0,0,0,0
260,37,4,2,0,1,0,0,2,0
261,9,1,0,1,0,0,0,0,0
262,19,2,0,0,0,0,0,1,0
263,14,2,0,0,0,0,0,0,0
264,8,1,1,0,0,0,0,1,0
265,7,1,0,0,0,0,0,0,0
266,14,1,0,0,0,0,0,0,0
267,8,1,0,0,0,0,1,0,0
268,35,1,0,0,0,0,0,0,0
269,10,1,0,0,0,0,0,0,0
270,33,1,0,1,0,0,0,1,0
271,7,2,0,0,0,0,0,0,0
272,209,2,9,0,1,0,0,4,0
273,43,1,0,1,2,0,0,0,0
274,12,1,1,0,0,0,0,0,0
275,7,2,0,0,0,0,0,1,0
276,4,1,0,0,0,0,0,0,0
277,13,2,0,0,0,0,0,0,0
278,48,1,0,0,1,0,0,0,0
279,20,1,0,0,1,0,0,0,0
280,2,1,0,0,0,0,0,0,0
281,4,1,0,0,0,0,0,0,0
282,12,1,0,0,0,0,0,0,0
283,20,2,1,0,1,0,0,0,0
284,18,2,0,0,0,0,0,0,0
285,1,1,0,0,0,0,0,0,0
286,1,1,0,0,0,0,0,0,0
287,17,2,0,0,1,0,0,0,0
288,47,1,0,0,0,0,0,1,0
289,77,2,2,0,0,0,0,0,0
290,3,1,0,0,0,0,0,0,0
291,16,2,0,0,0,0,0,3,0
292,24,2,0,0,0,0,1,1,0
293,4,2,0,0,1,0,0,0,0
294,5,2,0,0,0,0,0,0,0
295,228,1,2,1,1,0,2,4,0
296,34,4,0,1,0,0,2,2,0
297,20,1,0,0,0,0,0,0,0
298,13,3,0,0,0,0,0,0,0
299,2,1,0,0,0,0,0,0,0
300,138,8,10,1,2,0,0,0,0
301,5,1,0,0,0,0,0,1,0
302,14,1,0,0,0,0,0,0,0
303,266,16,17,2,6,0,0,10,0
304,94,4,3,1,0,0,0,0,0
305,31,1,2,0,3,0,0,1,0
306,12,1,0,0,0,0,0,1,0
307,22,1,0,0,0,0,0,2,0
308,24,1,0,0,0,0,0,2,0
309,7,1,0,0,0,0,0,0,0
310,3,1,0,0,0,0,0,0,0
311,24,2,0,0,0,0,0,1,0
312,8,1,0,0,0,0,0,1,0
313,18,5,0,0,0,0,0,0,0
314,11,1,1,0,0,0,0,0,0
315,25,2,0,0,0,0,0,1,0
316,4,1,0,0,0,0,1,1,0
317,8,1,0,0,0,0,0,0,0
318,272,4,10,0,6,0,1,5,0
319,25,1,0,1,0,0,0,1,0
320,5,1,0,0,0,0,0,0,0
321,59,1,1,2,1,0,0,2,0
322,24,1,2,1,0,0,0,0,0
323,9,1,0,0,0,0,0,1,0
324,9,1,0,0,1,0,0,0,0
325,22,2,0,1,0,0,0,0,0
326,12,1,0,0,0,0,0,0,0
327,19,1,0,0,1,0,0,0,0
328,19,2,0,0,0,0,0,0,0
329,22,1,1,0,0,0,0,2,0
330,22,1,0,0,2,0,0,1,0
331,44,1,1,0,2,1,0,0,0
332,9,2,0,1,0,0,0,0,0
333,13,1,0,1,0,0,0,1,0
334,7,2,0,1,0,0,0,0,0
335,13,2,1,0,0,0,0,0,0
336,9,1,0,0,0,0,0,0,0
337,39,1,0,0,0,0,1,0,0
338,2,1,0,0,1,0,0,0,0
339,13,1,0,0,0,0,0,0,0
340,13,2,0,1,0,0,0,1,0
341,14,1,1,0,0,0,0,1,0
342,9,1,1,0,0,0,0,0,0
343,52,3,2,0,3,0,0,1,0
344,31,1,1,0,0,0,0,2,0
345,13,1,0,0,0,0,0,0,0
346,24,1,0,0,0,0,0,1,0
347,301,2,7,1,3,0,0,14,0
348,78,1,0,2,0,0,0,2,0
349,2,1,0,0,0,0,0,0,0
350,41,2,1,0,0,0,0,2,1
351,86,2,7,2,0,0,0,5,0
352,14,3,0,0,0,0,0,0,0
353,9,1,0,0,0,0,0,1,0
354,9,1,0,0,0,0,0,1,0
355,4,1,0,0,0,0,0,0,0
356,7,1,0,0,0,0,0,2,0
357,3,1,0,0,1,0,0,0,0
358,7,2,0,1,0,0,0,0,0
359,6,1,0,0,0,0,0,1,0
360,24,1,0,0,0,0,0,0,0
361,118,4,3,1,0,0,0,1,0
362,387,3,3,0,15,1,0,14,0
363,43,2,1,1,0,0,0,1,0
364,85,1,3,1,2,0,0,1,0
365,21,2,0,1,0,0,2,1,0
366,14,1,0,0,1,0,0,0,0
367,33,1,0,1,0,0,0,3,0
368,17,1,0,0,0,0,0,0,0
369,4,1,0,0,0,0,0,0,0
370,6,1,0,0,0,0,0,0,0
371,8,1,0,0,0,0,0,0,0
372,10,1,0,0,0,0,0,2,0
373,18,1,0,0,1,0,0,0,0
374,6,1,1,0,0,0,0,0,0
375,20,1,0,0,0,0,0,0,0
376,4,2,0,0,0,0,0,0,0
377,8,1,0,0,1,0,0,0,0
378,13,2,1,0,0,0,0,0,0
379,95,1,0,0,3,0,0,3,0
380,22,2,0,0,0,0,0,0,0
381,6,2,0,0,0,0,0,2,0
382,38,1,0,0,1,0,0,7,0
383,47,1,0,0,1,0,0,2,0
384,14,1,0,1,0,0,0,0,0
385,30,3,1,0,0,0,0,0,0
386,8,1,0,0,0,0,0,0,0
387,7,1,1,0,0,0,0,0,0
388,52,1,0,0,0,0,0,3,0
389,20,2,0,0,0,0,0,2,0
390,8,1,0,1,0,0,0,0,0
391,35,1,0,0,0,0,0,1,0
392,30,1,0,3,2,0,0,2,0
393,48,1,0,0,0,0,0,2,0
394,33,1,0,0,1,0,0,0,0
395,12,2,0,0,0,0,0,0,0
396,10,1,0,0,0,0,0,0,0
397,43,1,0,1,2,0,0,1,0
398,19,1,0,0,0,0,0,2,0
399,6,2,0,0,0,0,0,1,0
400,8,2,1,0,0,0,0,0,0
401,9,1,0,0,1,0,0,1,0
402,10,1,0,0,0,0,0,0,0
403,15,1,0,0,0,0,0,1,0
404,66,3,3,0,3,0,1,0,0
405,30,1,1,0,1,0,1,1,0
406,25,2,1,0,0,0,0,0,0
407,10,2,0,0,0,0,0,1,0
408,8,1,0,0,0,0,0,0,0
409,5,1,0,1,1,0,0,0,0
410,30,4,0,0,1,0,0,2,0
411,34,1,0,0,0,0,0,2,0
412,98,5,0,2,1,0,0,0,0
413,90,1,1,1,0,0,1,0,0
414,9,1,0,1,0,0,0,0,0
415,13,1,0,0,0,0,0,1,0
416,222,7,0,2,4,0,1,8,0
417,28,1,1,0,0,0,0,0,0
418,3,1,1,0,0,0,0,0,0
419,59,2,0,0,0,0,0,1,0
420,4,1,0,0,0,0,0,0,0
421,21,1,0,0,1,0,0,1,0
422,10,2,0,0,0,0,0,0,0
423,28,1,0,0,2,0,0,0,0
424,50,4,3,1,2,0,0,0,0
425,4,2,0,0,0,0,0,0,0
426,26,1,0,0,2,0,0,1,1
427,68,2,4,0,4,0,0,2,0
428,8,1,1,0,1,0,0,0,0
429,35,1,0,0,0,0,0,1,0
430,48,2,1,0,0,0,0,4,0
431,15,1,0,0,0,0,0,0,0
432,11,2,0,0,0,0,0,0,0
433,37,2,1,1,0,0,0,2,0
434,5,1,0,0,0,0,0,0,0
435,71,1,3,2,3,0,0,1,0
436,161,2,1,1,0,0,0,6,0
437,12,1,0,0,0,0,0,0,0
438,18,1,0,0,0,0,0,1,0
439,10,1,0,0,0,0,0,1,0
440,1,1,0,0,0,0,0,0,0
441,55,1,1,0,1,0,0,2,0
442,43,4,0,0,0,0,0,3,0
443,19,3,1,1,0,0,1,0,0
444,30,1,0,0,0,0,0,1,0
445,8,1,1,0,0,0,0,0,0
446,45,2,1,0,0,0,0,3,0
447,6,1,0,1,0,0,0,0,0
448,8,1,0,0,0,0,0,0,0
449,111,5,4,7,0,0,0,4,0
450,6,2,0,0,0,0,0,0,0
451,8,2,0,0,0,0,0,0,0
452,15,2,1,0,2,0,0,0,0
453,8,3,0,0,0,0,0,0,0
454,99,1,1,0,0,0,0,1,0
455,10,1,0,0,0,0,0,0,0
456,20,1,1,0,0,0,0,0,0
457,17,2,1,0,1,0,0,0,0
458,71,1,1,1,2,0,0,3,0
459,21,2,0,0,1,0,0,2,0
460,8,1,0,0,0,0,1,0,0
461,36,2,1,0,0,0,0,7,0
462,10,1,0,0,0,0,2,1,0
463,3,1,0,0,0,0,0,0,0
464,78,1,1,0,1,0,0,0,0
465,35,1,0,2,0,0,0,1,0
466,13,1,0,0,0,0,0,0,0
467,7,1,1,1,1,0,0,0,0
468,16,1,0,0,1,0,0,1,0
469,37,1,0,0,0,0,0,1,0
470,25,2,1,1,0,0,0,1,0
471,10,2,0,0,0,0,0,0,0
472,439,7,5,3,4,0,0,10,1
473,5,1,0,0,1,0,0,0,0
474,18,1,0,0,0,0,0,0,0
475,84,1,3,1,0,0,2,6,0
476,12,1,0,0,0,0,0,0,0
477,6,2,0,0,0,0,0,0,0
478,10,1,0,0,0,0,0,0,0
479,12,1,0,0,0,0,0,0,0
480,45,1,0,0,0,0,1,2,0
481,6,1,0,0,0,0,0,0,0
482,337,21,11,2,1,0,0,8,2
483,675,11,11,1,16,0,0,13,0
484,74,3,2,2,0,0,0,0,0
485,20,2,0,0,0,0,2,0,0
486,11,1,0,0,0,0,0,1,0
487,24,2,0,0,0,0,0,0,0
488,181,1,2,1,3,0,0,6,0
489,15,2,0,1,0,0,0,1,0
490,12,3,0,0,0,0,0,0,0
491,25,1,0,0,0,0,0,2,0
492,5,2,0,0,0,0,0,0,0
493,13,1,0,0,1,0,0,1,0
494,8,1,1,1,0,0,0,0,0
495,133,7,6,4,0,0,0,2,0
496,366,7,15,5,4,0,1,15,0
497,11,1,0,0,0,0,0,1,0
498,750,15,14,3,9,0,4,36,2
499,4,1,0,0,0,0,0,0,0
500,79,9,0,4,0,0,1,0,0
501,29,1,0,1,0,0,0,1,0
502,5,1,0,1,0,0,0,0,0
503,24,1,0,0,0,0,0,1,0
504,10,3,0,0,0,0,0,0,0
505,18,5,0,0,0,0,0,0,0
506,1,1,0,0,0,0,0,1,0
507,14,2,2,0,0,0,0,0,0
508,67,2,0,0,0,0,0,6,0
509,34,1,0,0,1,0,1,2,0
510,6,2,0,0,0,0,0,1,0
511,11,1,0,0,0,0,0,1,0
512,28,1,0,0,1,0,0,1,0
513,44,1,1,0,0,0,0,0,0
514,18,1,0,1,1,0,0,0,0
515,10,1,1,2,0,0,0,0,0
516,5,1,0,0,1,0,0,0,0
517,153,6,1,1,3,0,0,4,0
518,13,1,0,1,0,0,0,0,0
519,6,1,0,0,0,0,0,0,0
520,37,2,2,0,0,0,0,1,0
521,43,1,0,0,0,0,0,2,0
522,8,2,0,0,0,0,0,0,0
523,103,1,4,0,0,0,0,2,0
524,4,1,0,0,0,0,0,0,0
525,18,1,0,0,0,0,0,1,0
526,115,1,2,4,1,0,1,4,0
527,65,2,5,0,1,0,1,1,0
528,44,1,2,1,0,0,0,1,0
529,9,1,0,1,0,0,0,3,0
530,24,1,1,0,0,0,0,1,0
531,123,2,3,0,0,0,0,6,0
532,19,1,0,0,1,0,0,0,0
533,7,1,1,1,0,0,0,0,0
534,14,1,0,0,0,0,0,0,0
535,11,1,0,0,0,0,0,0,0
536,9,1,0,0,0,0,0,0,0
537,24,1,0,0,0,0,0,1,0
538,3,1,0,0,0,0,0,0,0
539,41,1,1,1,0,0,0,0,0
540,29,1,0,0,1,0,0,3,0
541,41,1,1,0,0,0,0,0,0
542,25,3,0,1,0,0,0,1,0
543,8,2,0,0,0,0,0,0,0
544,28,1,0,1,0,0,0,1,0
545,14,1,0,0,0,0,0,0,1
546,97,5,4,1,0,1,0,0,0
547,53,1,0,2,1,0,0,4,0
548,6,2,0,0,0,0,0,0,0
549,28,1,0,0,0,0,0,0,0
550,204,9,2,0,0,0,0,4,0
551,10,1,1,0,0,0,0,0,0
552,6,1,0,0,0,0,0,0,0
553,2,1,0,0,0,0,0,0,0
554,7,2,0,0,0,0,0,0,0
555,106,4,3,0,2,0,0,2,0
556,38,1,0,0,0,0,0,0,0
557,13,2,0,0,0,0,0,0,0
558,92,1,1,0,1,0,0,1,0
559,21,2,0,0,0,0,0,0,0
560,21,1,6,0,0,0,0,0,0
561,14,1,3,0,0,0,0,0,0
562,35,2,0,0,1,0,0,1,0
563,53,1,0,1,0,0,0,0,0
564,39,1,3,0,0,0,0,2,0
565,15,1,2,0,0,0,0,0,0
566,76,4,3,0,0,0,0,0,0
567,4,2,0,0,0,0,0,0,0
568,6,2,0,0,0,0,0,0,0
569,11,1,1,0,0,0,0,0,0
570,217,1,5,1,1,0,0,4,0
571,14,1,2,0,0,0,0,1,0
572,76,1,1,0,0,0,0,2,0
573,5,1,1,0,0,0,0,0,0
574,159,1,3,0,0,0,0,1,0
575,18,1,0,0,0,1,0,1,0
576,24,1,0,0,0,0,0,0,0
577,3,1,0,0,0,0,0,1,0
578,95,8,1,0,2,0,0,2,0
579,15,1,0,0,0,0,0,1,0
580,48,1,0,0,1,0,0,0,0
581,44,1,0,0,1,0,0,6,0
582,10,1,0,0,0,0,0,1,0
583,39,1,0,1,1,0,0,1,0
584,3,1,0,0,0,0,0,0,0
585,93,1,2,0,2,0,0,0,0
586,56,1,1,1,0,0,0,0,0
587,152,2,1,0,1,0,0,0,0
588,301,13,10,6,4,0,2,5,0
589,14,1,0,0,0,0,0,1,0
590,18,1,0,1,0,0,0,0,0
591,93,5,4,2,1,0,0,4,0
592,32,1,1,0,0,0,0,2,0
593,53,1,2,4,1,0,0,3,0
594,6,1,0,0,0,0,0,0,0
595,23,2,0,0,0,0,0,0,0
596,66,3,0,0,0,0,0,3,0
597,107,3,0,1,2,0,0,3,0
598,178,8,1,2,0,0,0,6,0
599,12,2,0,0,0,0,0,1,0
600,117,1,0,1,1,0,2,4,0
601,22,2,0,0,0,0,0,0,0
602,237,6,14,3,3,0,0,8,0
603,96,1,1,0,0,0,1,4,0
604,85,1,2,0,0,0,0,2,0
605,38,2,2,1,0,0,0,1,0
606,37,1,0,0,1,0,0,5,0
607,20,2,0,0,0,0,0,3,0
608,15,2,0,0,0,0,0,0,0
609,30,1,0,0,0,0,0,0,0
610,9,1,0,0,0,0,0,0,0
611,40,1,0,0,0,0,0,2,0
612,14,1,0,0,0,0,0,0,0
613,20,1,0,0,1,0,2,0,0
614,19,3,0,1,0,0,0,1,0
615,14,2,0,0,0,0,0,0,0
616,297,7,4,1,0,0,0,8,0
617,7,1,0,0,0,0,0,0,0
618,16,1,0,1,0,0,0,1,0
619,13,2,0,1,0,0,0,0,0
620,6,1,1,0,0,0,0,0,0
621,2,1,0,0,0,0,0,0,0
622,41,2,2,0,0,0,0,2,0
623,8,1,0,0,0,0,0,0,0
624,1,2,0,0,0,0,0,0,0
625,12,1,0,0,0,0,0,0,0
626,142,7,0,1,1,0,0,1,0
627,23,1,0,0,0,0,0,0,0
628,28,2,0,0,0,0,0,3,0
629,8,2,0,0,0,0,0,0,0
630,45,2,0,1,0,0,0,1,0
631,6,2,0,0,0,0,0,0,0
632,23,1,0,0,0,0,0,0,0
633,66,1,0,0,0,0,0,3,0
634,17,1,0,0,0,0,0,0,0
635,33,2,0,1,0,0,0,2,0
636,11,1,0,0,1,0,0,0,0
637,83,1,0,0,1,1,0,3,0
638,20,1,0,0,1,0,0,1,0
639,73,7,2,0,1,0,1,2,0
640,26,3,0,0,0,0,0,1,0
641,16,1,1,0,0,0,0,0,0
642,11,1,0,0,0,0,0,0,0
643,77,2,2,0,3,0,0,0,0
644,2,1,0,0,0,0,0,1,0
645,11,1,0,0,0,0,0,0,0
646,3,1,0,0,0,0,0,0,0
647,5,2,0,0,0,0,0,0,0
648,2,1,0,0,0,0,0,0,0
649,65,1,0,0,2,0,0,4,0
650,27,2,2,0,0,0,0,0,0
651,27,1,0,1,1,0,0,0,0
652,235,2,2,1,0,0,2,6,0
653,18,1,0,0,0,0,0,1,0
654,10,1,0,0,0,0,0,0,0
655,12,1,0,0,0,0,0,3,0
656,9,1,0,0,1,0,0,0,0
657,7,2,0,0,0,0,0,0,0
658,47,2,0,0,0,0,0,4,0
659,18,5,0,0,0,0,0,0,0
660,19,1,0,2,0,0,0,0,0
661,38,1,2,0,2,0,0,1,0
662,47,2,0,0,1,0,0,1,0
663,24,2,0,0,1,0,0,2,0
664,12,1,0,1,0,0,0,1,0
665,1,1,1,0,0,0,0,0,0
666,5,1,0,0,0,0,0,0,0
667,21,2,0,0,0,0,0,0,0
668,11,1,0,1,0,0,0,0,0
669,11,3,0,0,0,0,0,0,0
670,7,2,0,0,0,0,0,1,0
671,35,3,0,2,2,0,0,0,0
672,24,2,2,0,1,0,1,0,0
673,11,2,0,0,0,0,0,0,0
674,12,3,0,0,0,0,1,1,0
675,50,1,1,1,1,0,0,1,0
676,9,1,0,0,0,0,0,0,0
677,18,3,0,0,2,0,0,1,0
678,183,4,3,0,1,0,0,8,1
679,64,1,0,0,1,0,0,2,0
680,24,1,0,2,0,0,0,0,0
681,42,1,2,0,0,0,0,0,0
682,13,1,0,0,0,0,0,1,0
683,22,1,0,0,0,0,0,1,0
684,18,1,0,0,0,0,0,3,0
685,188,7,5,1,2,0,2,3,0
686,20,1,0,0,0,0,0,0,0
687,2,1,0,0,0,0,0,0,0
688,7,1,0,0,0,0,0,0,0
689,9,1,1,0,0,0,0,0,0
690,17,1,0,0,1,0,0,0,0
691,9,1,0,1,0,0,0,0,0
692,48,1,1,0,1,0,0,1,0
693,13,1,0,1,0,0,0,0,0
