doc_id,count_words,count_sentences,count_pos,count_neg,calculate_words,calculate_sentences,calculate_pos,calculate_neg
1,182,6,7,13,182,6,143.0,252.5
2,5,1,0,1,5,1,0,4
3,13,1,0,1,13,1,0.0,36.0
4,567,16,9,10,567,16,396.0,168.0
5,23,1,0,1,23,1,0,7
6,5,1,0,1,5,1,0.0,64.0
7,71,5,6,5,71,5,86.0,87.0
8,1,1,0,0,1,1,0,0
9,31,1,1,2,31,1,0.0,48.0
10,16,1,0,2,16,1,0.0,36.0
11,9,1,0,0,9,1,0,0
12,5,1,0,0,5,1,0,0
13,41,1,0,5,41,1,0,105
14,20,2,0,0,20,2,0,0
15,25,1,3,3,25,1,33,61
16,33,2,3,1,33,2,39.0,135.0
17,67,3,2,6,67,3,43.0,86.0
18,20,1,4,1,20,1,48,11
19,12,1,0,1,12,1,0,6
20,27,1,0,2,27,1,0,32
21,15,1,0,0,15,1,0,0
22,90,1,3,2,90,1,-47.0,173.0
23,12,1,1,1,12,1,14.0,1.0
24,8,1,1,0,8,1,5,0
25,1,1,0,1,1,1,0,1
26,6,1,0,1,6,1,0,6
27,304,19,27,31,304,19,422.0,646.0
28,6,1,0,0,6,1,0,0
29,6,1,0,0,6,1,0,0
30,22,1,2,0,22,1,22.0,0.0
31,22,1,0,0,22,1,0,0
32,39,1,0,2,39,1,0,56
33,4,1,0,0,4,1,0,0
34,141,5,7,10,141,5,350.0,342.0
35,26,4,0,2,26,4,0,10
36,24,2,0,1,24,2,0.0,12.0
37,61,1,1,1,61,1,0.0,85.0
38,51,1,6,4,51,1,130.0,84.0
39,14,1,2,2,14,1,16,3
40,14,1,3,0,14,1,19,0
41,5,1,1,1,5,1,2,3
42,45,4,1,3,45,4,7,15
43,20,1,2,2,20,1,-6.0,57.0
44,5,1,0,0,5,1,0,0
45,113,3,14,5,113,3,348.0,267.0
46,12,1,2,0,12,1,13,0
47,12,1,2,1,12,1,31.0,3.0
48,37,2,2,2,37,2,17.0,11.5
49,18,1,0,1,18,1,0,9
50,6,1,0,0,6,1,0,0
51,7,1,0,3,7,1,0,11
52,46,1,11,1,46,1,159.0,44.0
53,11,1,0,0,11,1,0,0
54,41,1,2,2,41,1,90.0,0.0
55,17,2,0,0,17,2,0,0
56,1,1,0,0,1,1,0,0
57,13,3,0,0,13,3,0,0
58,53,1,10,4,53,1,330.0,218.0
59,22,2,1,1,22,2,8,1
60,1,1,0,0,1,1,0,0
61,18,1,0,0,18,1,0,0
62,62,1,3,4,62,1,145.0,91.0
63,8,1,1,0,8,1,8,0
64,12,1,0,0,12,1,0,0
65,41,4,0,4,41,4,0.0,25.0
66,3,1,1,0,3,1,3,0
67,11,1,0,1,11,1,0,7
68,29,1,5,2,29,1,48,13
69,21,1,0,0,21,1,0,0
70,3,1,0,0,3,1,0,0
71,35,1,1,2,35,1,3.0,38.0
72,33,2,6,1,33,2,135.0,9.0
73,6,1,0,0,6,1,0,0
74,23,1,0,2,23,1,0.0,-7.0
75,5,1,0,2,5,1,0.0,14.0
76,11,1,0,0,11,1,0,0
77,32,1,0,6,32,1,0.0,138.0
78,80,3,9,4,80,3,182.0,233.0
79,5,1,0,1,5,1,0.0,9.0
80,12,1,1,1,12,1,10,9
81,20,1,2,2,20,1,-6.0,-1.0
82,4,1,0,1,4,1,0,3
83,51,1,2,3,51,1,43.0,418.0
84,21,1,0,1,21,1,0,16
85,58,1,1,6,58,1,4.0,389.0
86,21,1,0,2,21,1,0,22
87,6,1,0,1,6,1,0.0,15.0
88,16,1,2,0,16,1,23,0
89,28,1,0,1,28,1,0,12
90,20,1,0,1,20,1,0.0,16.0
91,5,1,1,0,5,1,4,0
92,3,1,0,0,3,1,0,0
93,12,1,0,2,12,1,0.0,16.0
94,136,11,14,3,136,11,130.0,20.0
95,9,1,1,0,9,1,5,0
96,18,1,4,0,18,1,43,0
97,50,1,9,2,50,1,216.0,15.5
98,6,1,1,0,6,1,3.0,0.0
99,23,2,2,1,23,2,15,1
100,3,1,0,1,3,1,0,2
101,9,2,0,0,9,2,0,0
102,7,1,0,1,7,1,0,1
103,8,1,0,3,8,1,0,12
104,8,1,0,0,8,1,0,0
105,23,1,0,0,23,1,0,0
106,5,1,0,2,5,1,0.0,15.0
107,6,1,0,0,6,1,0,0
108,29,1,0,2,29,1,0.0,26.0
109,12,1,0,0,12,1,0,0
110,7,1,0,1,7,1,0,6
111,6,1,0,0,6,1,0,0
112,12,1,2,0,12,1,19,0
113,33,1,3,0,33,1,46,0
114,16,1,1,1,16,1,7,5
115,12,1,1,1,12,1,9,6
116,10,1,1,3,10,1,7.0,25.0
117,12,1,0,0,12,1,0,0
118,10,1,1,0,10,1,4,0
119,43,2,1,10,43,2,27.0,117.0
120,5,1,0,1,5,1,0,3
121,4,1,0,0,4,1,0,0
122,2,1,0,0,2,1,0,0
123,25,1,1,2,25,1,18.0,43.0
124,37,1,5,0,37,1,44.0,0.0
125,12,1,0,0,12,1,0,0
126,21,1,0,0,21,1,0,0
127,3,1,1,0,3,1,3,0
128,3,1,0,1,3,1,0.0,3.0
129,7,1,0,1,7,1,0,7
130,5,1,0,0,5,1,0,0
131,25,1,2,1,25,1,21,19
132,3,1,0,0,3,1,0,0
133,12,1,0,0,12,1,0,0
134,5,1,1,0,5,1,4,0
135,7,1,1,0,7,1,5,0
136,42,2,3,4,42,2,40,33
137,46,1,1,1,46,1,2.0,46.0
138,111,1,5,0,111,1,-25.5,0.0
139,31,4,1,0,31,4,10,0
140,18,5,0,0,18,5,0,0
141,312,4,17,12,312,4,289.0,1406.0
142,10,1,2,0,10,1,6,0
143,7,1,0,1,7,1,0,5
144,72,1,4,1,72,1,446.0,0.0
145,45,2,1,2,45,2,21.0,15.0
146,27,1,6,1,27,1,127.0,2.0
147,10,1,3,0,10,1,12,0
148,7,1,2,1,7,1,5,2
149,85,1,0,7,85,1,0.0,353.0
150,29,1,0,4,29,1,0.0,94.0
151,14,1,1,1,14,1,13,11
152,45,2,2,3,45,2,38.0,17.0
153,28,3,4,1,28,3,15,2
154,47,2,6,4,47,2,59.0,78.0
155,35,1,2,3,35,1,0.0,54.0
156,26,1,1,0,26,1,6,0
157,52,1,3,1,52,1,-1.0,118.0
158,31,1,0,2,31,1,0,46
159,83,1,1,5,83,1,20.0,243.0
160,10,1,2,0,10,1,11,0
161,18,1,2,0,18,1,12.0,0.0
162,38,1,4,1,38,1,49.0,56.0
163,21,1,3,0,21,1,12.0,0.0
164,21,1,1,1,21,1,12.0,34.0
165,107,4,6,6,107,4,-13.0,224.0
166,192,3,33,11,192,3,2318.0,938.0
167,4,1,0,0,4,1,0,0
168,42,1,2,2,42,1,24.0,36.0
169,18,1,1,0,18,1,11,0
170,59,1,13,3,59,1,923.0,114.0
171,103,1,9,13,103,1,422.0,701.0
172,76,1,1,1,76,1,28,16
173,3,1,0,0,3,1,0,0
174,5,1,1,1,5,1,3,2
175,27,1,0,3,27,1,0.0,28.0
176,13,2,1,1,13,2,6,3
177,8,1,0,0,8,1,0,0
178,13,1,0,0,13,1,0,0
179,3,1,0,1,3,1,0.0,3.0
180,2,1,0,1,2,1,0,2
181,3,1,0,1,3,1,0.0,6.0
182,11,1,0,0,11,1,0,0
183,5,1,0,0,5,1,0,0
184,11,1,0,0,11,1,0,0
185,73,3,2,4,73,3,34.0,33.0
186,15,1,0,1,15,1,0,15
187,6,1,0,1,6,1,0,1
188,8,1,0,0,8,1,0,0
189,41,3,2,3,41,3,18.0,24.0
190,19,2,1,0,19,2,24.0,0.0
191,16,1,0,0,16,1,0,0
192,6,1,0,0,6,1,0,0
193,67,2,10,3,67,2,273.0,176.0
194,9,1,0,1,9,1,0.0,3.0
195,39,4,4,3,39,4,16.0,22.0
196,10,1,0,0,10,1,0,0
197,8,1,0,1,8,1,0,6
198,12,1,0,1,12,1,0.0,21.0
199,305,14,15,18,305,14,306.0,269.0
200,46,1,4,0,46,1,-73.0,0.0
201,12,1,1,2,12,1,7.0,21.0
202,3,1,1,0,3,1,3,0
203,13,1,1,0,13,1,7,0
204,10,1,0,0,10,1,0,0
205,9,1,0,0,9,1,0,0
206,5,1,0,1,5,1,0,2
207,24,2,1,1,24,2,-5.0,24.0
208,8,1,0,0,8,1,0,0
209,8,1,0,2,8,1,0,8
210,8,1,0,1,8,1,0,3
211,37,1,1,2,37,1,90.0,38.0
212,14,1,0,0,14,1,0,0
213,16,1,1,0,16,1,10,0
214,58,1,0,4,58,1,0.0,172.0
215,35,1,0,1,35,1,0,30
216,84,1,1,3,84,1,61.0,260.0
217,35,2,0,1,35,2,0,9
218,136,7,4,9,136,7,115.0,147.0
219,44,1,15,0,44,1,383.0,0.0
220,8,1,0,0,8,1,0,0
221,23,1,1,1,23,1,64.0,20.0
222,30,1,2,5,30,1,38.0,98.0
223,7,1,0,2,7,1,0,6
224,8,1,1,0,8,1,-2.0,0.0
225,13,1,2,1,13,1,40.0,11.0
226,17,2,1,1,17,2,-3.0,2.0
227,34,1,1,1,34,1,31.0,69.0
228,25,1,0,1,25,1,0.0,48.0
229,19,1,0,0,19,1,0,0
230,38,1,0,1,38,1,0.0,51.0
231,11,1,1,2,11,1,1,15
232,21,1,2,4,21,1,36.0,61.0
233,18,1,5,0,18,1,43,0
234,24,1,1,4,24,1,18.0,64.0
235,123,4,6,8,123,4,145.0,168.0
236,21,2,1,0,21,2,7,0
237,23,1,0,1,23,1,0,3
238,26,1,4,0,26,1,124.0,0.0
239,4,1,0,0,4,1,0,0
240,8,1,1,0,8,1,4,0
241,67,3,10,3,67,3,195.0,89.0
242,42,3,5,2,42,3,-14.0,14.0
243,15,1,0,1,15,1,0,12
244,20,1,1,2,20,1,12.0,29.0
245,2,1,0,0,2,1,0,0
246,35,2,1,0,35,2,10,0
247,19,1,0,1,19,1,0,2
248,67,3,3,7,67,3,24.0,112.0
249,3,1,0,0,3,1,0,0
250,82,1,2,0,82,1,-148.0,0.0
251,124,1,25,8,124,1,1402.0,427.0
252,7,1,0,0,7,1,0,0
253,4,1,0,0,4,1,0,0
254,77,3,2,1,77,3,126.0,22.0
255,8,1,0,0,8,1,0,0
256,21,3,0,1,21,3,0,2
257,30,3,2,1,30,3,-5.0,2.0
258,20,1,0,1,20,1,0.0,-17.0
259,2,1,1,0,2,1,2,0
260,37,3,3,3,37,3,14.0,23.0
261,9,1,1,0,9,1,9,0
262,19,2,0,1,19,2,0.0,6.0
263,14,1,0,3,14,1,0,16
264,8,1,0,0,8,1,0,0
265,7,1,1,0,7,1,6,0
266,14,1,3,0,14,1,27,0
267,8,1,0,0,8,1,0,0
268,35,1,2,1,35,1,9.0,15.0
269,10,1,0,1,10,1,0,1
270,33,1,3,2,33,1,52.0,0.0
271,7,1,0,0,7,1,0,0
272,209,2,12,8,209,2,592.0,704.0
273,43,1,0,2,43,1,0.0,198.0
274,12,1,2,1,12,1,0.0,22.0
275,7,1,0,2,7,1,0,5
276,4,1,0,1,4,1,0,2
277,13,2,2,0,13,2,6,0
278,48,1,2,2,48,1,-12.0,129.0
279,20,1,3,5,20,1,38,55
280,2,1,0,0,2,1,0,0
281,4,1,0,0,4,1,0,0
282,12,1,2,0,12,1,14,0
283,20,2,2,0,20,2,7.0,0.0
284,18,1,0,0,18,1,0,0
285,1,1,0,1,1,1,0,1
286,1,1,0,0,1,1,0,0
287,17,2,1,1,17,2,7.0,3.0
288,47,1,0,0,47,1,0,0
289,77,2,4,1,77,2,371.0,3.0
290,3,1,0,0,3,1,0,0
291,16,1,0,3,16,1,0.0,33.0
292,24,1,1,1,24,1,0.0,43.0
293,4,1,0,1,4,1,0.0,3.0
294,5,1,0,0,5,1,0,0
295,228,1,33,5,228,1,3522.0,582.0
296,34,3,2,2,34,3,16.0,24.0
297,20,1,3,1,20,1,28,2
298,13,2,1,0,13,2,6,0
299,2,1,0,0,2,1,0,0
300,138,7,13,9,138,7,123.0,84.0
301,5,1,0,2,5,1,0,8
302,14,1,3,0,14,1,17,0
303,266,15,26,20,266,15,345.0,207.0
304,94,4,17,1,94,4,261.5,1.0
305,31,1,6,4,31,1,127.0,46.0
306,12,1,2,1,12,1,14,7
307,22,1,4,0,22,1,60,0
308,24,1,1,3,24,1,16.0,45.0
309,7,1,0,0,7,1,0,0
310,3,1,0,1,3,1,0,3
311,24,1,1,2,24,1,22.0,12.0
312,8,1,0,0,8,1,0,0
313,18,5,0,0,18,5,0,0
314,11,1,1,0,11,1,2,0
315,25,1,1,1,25,1,48.0,2.0
316,4,1,0,2,4,1,0.0,10.0
317,8,1,1,0,8,1,7,0
318,272,4,12,16,272,4,286.0,2898.0
319,25,1,2,2,25,1,15.0,12.0
320,5,1,1,0,5,1,1,0
321,59,1,3,4,59,1,242.0,122.0
322,24,1,1,0,24,1,18.0,0.0
323,9,1,1,0,9,1,8,0
324,9,1,0,1,9,1,0.0,12.0
325,22,2,3,0,22,2,15,0
326,12,1,0,0,12,1,0,0
327,19,1,3,1,19,1,33,4
328,19,1,1,1,19,1,0.0,17.0
329,22,1,3,3,22,1,37.0,26.0
330,22,1,2,2,22,1,24.0,108.0
331,44,1,9,4,44,1,236.0,123.0
332,9,1,1,1,9,1,-1.5,3.0
333,13,1,1,2,13,1,10,9
334,7,1,2,0,7,1,4,0
335,13,2,1,0,13,2,12.0,0.0
336,9,1,0,0,9,1,0,0
337,39,1,4,1,39,1,115.0,3.0
338,2,1,0,2,2,1,0,3
339,13,1,2,0,13,1,12,0
340,13,1,1,1,13,1,8,4
341,14,1,2,1,14,1,7.0,5.0
342,9,1,3,0,9,1,17,0
343,52,2,2,6,52,2,89.0,132.0
344,31,1,5,3,31,1,94.0,60.0
345,13,1,1,1,13,1,7,1
346,24,1,2,0,24,1,7.0,0.0
347,301,2,11,29,301,2,1936.0,8430.0
348,78,1,0,7,78,1,0,262
349,2,1,0,0,2,1,0,0
350,41,1,2,2,41,1,64.0,36.0
351,86,2,7,6,86,2,57.0,161.0
352,14,2,1,0,14,2,6,0
353,9,1,0,0,9,1,0,0
354,9,1,0,1,9,1,0,3
355,4,1,0,0,4,1,0,0
356,7,1,0,1,7,1,0,4
357,3,1,0,2,3,1,0,4
358,7,1,0,0,7,1,0,0
359,6,1,0,1,6,1,0,1
360,24,1,1,0,24,1,19,0
361,118,4,11,5,118,4,290.0,74.5
362,387,3,23,32,387,3,2618.0,3433.0
363,43,1,2,2,43,1,0.0,61.0
364,85,1,15,4,85,1,1555.0,220.0
365,21,2,1,2,21,2,2.0,9.0
366,14,1,1,1,14,1,63.0,3.0
367,33,1,3,3,33,1,0.0,123.0
368,17,1,0,1,17,1,0.0,24.0
369,4,1,0,0,4,1,0,0
370,6,1,0,0,6,1,0,0
371,8,1,0,0,8,1,0,0
372,10,1,3,2,10,1,24.0,30.0
373,18,1,1,3,18,1,9,8
374,6,1,0,0,6,1,0,0
375,20,1,0,1,20,1,0,16
376,4,1,0,0,4,1,0,0
377,8,1,1,1,8,1,5.0,18.0
378,13,1,3,0,13,1,19,0
379,95,1,14,9,95,1,418.5,497.0
380,22,1,0,2,22,1,0.0,17.0
381,6,1,0,1,6,1,0.0,6.0
382,38,1,0,5,38,1,0.0,265.0
383,47,1,6,1,47,1,145,19
384,14,1,1,3,14,1,13,10
385,30,2,1,2,30,2,16.0,38.0
386,8,1,0,0,8,1,0,0
387,7,1,1,0,7,1,4,0
388,52,1,12,3,52,1,421.0,130.0
389,20,1,0,2,20,1,0.0,3.0
390,8,1,1,0,8,1,8,0
391,35,1,8,1,35,1,139,15
392,30,1,9,2,30,1,126.5,8.0
393,48,1,10,2,48,1,334.0,79.0
394,33,1,3,1,33,1,51.0,96.0
395,12,1,0,0,12,1,0,0
396,10,1,0,0,10,1,0,0
397,43,1,6,1,43,1,127.0,144.0
398,19,1,0,2,19,1,0,26
399,6,1,0,1,6,1,0,4
400,8,2,2,0,8,2,7,0
401,9,1,1,1,9,1,5.0,21.0
402,10,1,0,1,10,1,0.0,-3.0
403,15,1,0,2,15,1,0,10
404,66,2,4,7,66,2,164.0,91.0
405,30,1,5,4,30,1,128.0,105.0
406,25,2,1,0,25,2,1,0
407,10,1,1,0,10,1,8,0
408,8,1,0,0,8,1,0,0
409,5,1,1,1,5,1,0.0,6.0
410,30,3,4,1,30,3,26.0,13.0
411,34,1,0,2,34,1,0.0,58.0
412,98,4,3,2,98,4,58.0,42.0
413,90,1,14,3,90,1,644.0,252.0
414,9,1,0,0,9,1,0,0
415,13,1,0,1,13,1,0,9
416,222,6,4,17,222,6,167.0,326.0
417,28,1,4,0,28,1,-23.0,0.0
418,3,1,2,0,3,1,4,0
419,59,1,0,3,59,1,0.0,-56.0
420,4,1,0,0,4,1,0,0
421,21,1,0,1,21,1,0,8
422,10,1,0,0,10,1,0,0
423,28,1,2,2,28,1,34,32
424,50,3,3,6,50,3,48.0,79.0
425,4,1,0,0,4,1,0,0
426,26,1,1,3,26,1,19.0,-10.0
427,68,1,13,5,68,1,411.0,398.0
428,8,1,0,1,8,1,0.0,0.5
429,35,1,3,1,35,1,45.5,24.0
430,48,2,3,8,48,2,31.0,158.0
431,15,1,0,0,15,1,0,0
432,11,2,0,0,11,2,0,0
433,37,1,3,2,37,1,7.0,85.5
434,5,1,0,0,5,1,0,0
435,71,1,4,5,71,1,305.0,780.0
436,161,2,3,8,161,2,69.0,861.0
437,12,1,2,1,12,1,13,11
438,18,1,0,2,18,1,0,29
439,10,1,0,2,10,1,0,13
440,1,1,0,0,1,1,0,0
441,55,1,8,4,55,1,430.0,110.0
442,43,3,3,4,43,3,16,32
443,19,3,2,1,19,3,16,9
444,30,1,0,1,30,1,0.0,-23.0
445,8,1,0,0,8,1,0,0
446,45,1,0,4,45,1,0.0,619.0
447,6,1,1,0,6,1,2,0
448,8,1,0,0,8,1,0,0
449,111,4,13,5,111,4,90.0,44.0
450,6,1,0,0,6,1,0,0
451,8,1,0,0,8,1,0,0
452,15,1,1,2,15,1,8,15
453,8,2,0,1,8,2,0.0,3.0
454,99,1,1,10,99,1,15,435
455,10,1,0,0,10,1,0,0
456,20,1,2,0,20,1,15.0,0.0
457,17,1,0,2,17,1,0,9
458,71,1,4,9,71,1,22.0,515.0
459,21,2,0,4,21,2,0,39
460,8,1,0,1,8,1,0,2
461,36,2,0,3,36,2,0,42
462,10,1,0,2,10,1,0.0,8.0
463,3,1,0,0,3,1,0,0
464,78,1,3,4,78,1,85.0,339.0
465,35,1,1,4,35,1,14.0,54.0
466,13,1,0,0,13,1,0,0
467,7,1,1,1,7,1,3.0,18.0
468,16,1,1,3,16,1,6.0,43.0
469,37,1,0,2,37,1,0.0,-19.0
470,25,1,2,1,25,1,14.0,3.0
471,10,1,2,0,10,1,11,0
472,439,7,81,24,439,7,9453.5,2727.0
473,5,1,0,3,5,1,0.0,12.0
474,18,1,0,0,18,1,0,0
475,84,1,2,8,84,1,38.0,585.0
476,12,1,2,0,12,1,14,0
477,6,1,1,0,6,1,9.0,0.0
478,10,1,0,0,10,1,0,0
479,12,1,0,0,12,1,0,0
480,45,1,0,3,45,1,0.0,37.0
481,6,1,0,0,6,1,0,0
482,337,21,20,10,337,21,238.0,121.0
483,675,11,37,36,675,11,3083.0,4130.0
484,74,3,7,2,74,3,348.0,-1.0
485,20,2,0,1,20,2,0.0,21.0
486,11,1,1,2,11,1,4,10
487,24,1,1,2,24,1,18.0,10.5
488,181,1,3,9,181,1,-26.0,926.0
489,15,2,2,1,15,2,16,4
490,12,2,0,1,12,2,0.0,4.0
491,25,1,3,3,25,1,33.0,81.0
492,5,1,0,0,5,1,0,0
493,13,1,1,1,13,1,9,4
494,8,1,2,0,8,1,11,0
495,133,6,21,4,133,6,350.5,132.0
496,366,7,69,28,366,7,2349.5,1142.0
497,11,1,1,3,11,1,2,19
498,750,15,26,74,750,15,985.0,2443.5
499,4,1,2,0,4,1,5,0
500,79,8,12,2,79,8,63.0,5.0
501,29,1,4,3,29,1,16.0,40.0
502,5,1,0,0,5,1,0,0
503,24,1,1,3,24,1,-3.0,70.0
504,10,2,0,0,10,2,0,0
505,18,5,0,0,18,5,0,0
506,1,1,0,1,1,1,0,1
507,14,1,0,0,14,1,0,0
508,67,2,3,7,67,2,51.0,124.0
509,34,1,6,3,34,1,58.0,124.0
510,6,1,1,1,6,1,2,3
511,11,1,0,2,11,1,0,13
512,28,1,0,2,28,1,0.0,20.5
513,44,1,1,0,44,1,136.0,0.0
514,18,1,1,1,18,1,0.0,14.0
515,10,1,1,0,10,1,5,0
516,5,1,1,1,5,1,2.0,9.0
517,153,5,12,12,153,5,217.0,256.0
518,13,1,0,1,13,1,0,10
519,6,1,1,0,6,1,5,0
520,37,1,4,2,37,1,64.0,13.0
521,43,1,1,4,43,1,42.0,26.0
522,8,1,0,0,8,1,0,0
523,103,1,3,6,103,1,435.0,191.0
524,4,1,0,0,4,1,0,0
525,18,1,2,2,18,1,23.0,14.0
526,115,1,21,10,115,1,795.0,587.0
527,65,2,7,3,65,2,75.5,110.0
528,44,1,5,1,44,1,157.0,39.0
529,9,1,0,3,9,1,0,13
530,24,1,1,1,24,1,10,18
531,123,2,18,9,123,2,562.0,302.0
532,19,1,0,3,19,1,0.0,40.0
533,7,1,2,1,7,1,8,5
534,14,1,0,0,14,1,0,0
535,11,1,5,0,11,1,30,0
536,9,1,1,0,9,1,7,0
537,24,1,0,1,24,1,0.0,64.0
538,3,1,1,0,3,1,2,0
539,41,1,0,4,41,1,0.0,92.0
540,29,1,5,3,29,1,72.0,84.0
541,41,1,5,0,41,1,121.0,0.0
542,25,3,0,3,25,3,0.0,26.0
543,8,1,0,0,8,1,0,0
544,28,1,5,2,28,1,121.0,42.0
545,14,1,1,0,14,1,1,0
546,97,5,4,3,97,5,90,48
547,53,1,6,6,53,1,107.5,261.0
548,6,1,1,0,6,1,12.0,0.0
549,28,1,0,1,28,1,0.0,21.0
550,204,9,4,8,204,9,57.0,80.0
551,10,1,1,0,10,1,3,0
552,6,1,0,0,6,1,0,0
553,2,1,0,0,2,1,0,0
554,7,1,0,0,7,1,0,0
555,106,4,5,3,106,4,77.0,110.0
556,38,1,0,0,38,1,0,0
557,13,1,1,0,13,1,9,0
558,92,1,1,3,92,1,70.0,166.0
559,21,1,0,0,21,1,0,0
560,21,1,4,0,21,1,56.0,0.0
561,14,1,2,0,14,1,21,0
562,35,1,1,2,35,1,9,9
563,53,1,7,2,53,1,163.0,24.0
564,39,1,2,6,39,1,29.0,150.0
565,15,1,1,1,15,1,9,3
566,76,3,5,2,76,3,85,12
567,4,1,0,0,4,1,0,0
568,6,1,0,0,6,1,0,0
569,11,1,3,0,11,1,17,0
570,217,1,30,10,217,1,2993.0,1109.0
571,14,1,1,1,14,1,8,1
572,76,1,2,1,76,1,1053.0,48.0
573,5,1,2,0,5,1,3,0
574,159,1,19,7,159,1,375.0,161.0
575,18,1,0,1,18,1,0,7
576,24,1,3,2,24,1,48,40
577,3,1,0,2,3,1,0.0,7.0
578,95,7,1,4,95,7,-7.0,44.0
579,15,1,0,1,15,1,0,7
580,48,1,3,3,48,1,8.0,152.0
581,44,1,1,6,44,1,0.0,200.0
582,10,1,0,1,10,1,0,1
583,39,1,1,1,39,1,36,24
584,3,1,0,0,3,1,0,0
585,93,1,15,5,93,1,915.0,255.0
586,56,1,9,1,56,1,307.0,27.0
587,152,1,22,1,152,1,2162.0,42.0
588,301,12,25,20,301,12,660.5,1081.0
589,14,1,1,2,14,1,1.0,15.0
590,18,1,1,0,18,1,15.0,0.0
591,93,4,7,8,93,4,111.0,92.0
592,32,1,1,2,32,1,10.0,-6.0
593,53,1,5,2,53,1,100.0,30.0
594,6,1,0,1,6,1,0,5
595,23,2,0,0,23,2,0,0
596,66,3,0,3,66,3,0,58
597,107,2,17,9,107,2,774.0,232.0
598,178,7,4,12,178,7,75.0,117.5
599,12,1,0,1,12,1,0,8
600,117,1,22,11,117,1,1118.0,973.0
601,22,2,2,0,22,2,15,0
602,237,5,18,22,237,5,526.5,1041.5
603,96,1,1,5,96,1,135.0,145.0
604,85,1,4,3,85,1,119.0,174.0
605,38,1,1,1,38,1,43.0,0.0
606,37,1,0,4,37,1,0.0,64.5
607,20,1,0,5,20,1,0,39
608,15,1,0,0,15,1,0,0
609,30,1,1,3,30,1,22.0,13.0
610,9,1,0,1,9,1,0,8
611,40,1,0,5,40,1,0.0,177.0
612,14,1,0,0,14,1,0,0
613,20,1,0,3,20,1,0.0,3.0
614,19,2,0,0,19,2,0,0
615,14,1,6,0,14,1,42,0
616,297,7,9,13,297,7,324.5,129.0
617,7,1,1,1,7,1,4,3
618,16,1,1,1,16,1,0.0,26.0
619,13,1,0,0,13,1,0,0
620,6,1,1,0,6,1,2,0
621,2,1,1,0,2,1,2,0
622,41,1,7,3,41,1,239.0,53.0
623,8,1,0,0,8,1,0,0
624,1,0,0,0,1,0,0.0,0.0
625,12,1,0,0,12,1,0,0
626,142,7,5,5,142,7,59.0,76.0
627,23,1,2,0,23,1,45.0,0.0
628,28,2,3,7,28,2,38,71
629,8,2,0,1,8,2,0,2
630,45,2,3,3,45,2,25.0,54.0
631,6,1,0,0,6,1,0,0
632,23,1,3,2,23,1,30,21
633,66,1,12,4,66,1,470.0,193.0
634,17,1,0,0,17,1,0,0
635,33,2,1,2,33,2,8,31
636,11,1,1,2,11,1,5.0,14.0
637,83,1,12,4,83,1,629.0,156.0
638,20,1,0,3,20,1,0.0,73.0
639,73,7,3,12,73,7,27,247
640,26,3,0,1,26,3,0,19
641,16,1,5,0,16,1,45,0
642,11,1,0,0,11,1,0,0
643,77,2,5,4,77,2,93.0,160.0
644,2,1,0,1,2,1,0,2
645,11,1,2,0,11,1,12,0
646,3,1,1,0,3,1,2,0
647,5,1,0,0,5,1,0,0
648,2,1,0,0,2,1,0,0
649,65,1,9,4,65,1,311.0,352.0
650,27,2,2,1,27,2,11,16
651,27,1,3,3,27,1,44.0,45.0
652,235,2,5,10,235,2,316.0,329.5
653,18,1,0,2,18,1,0.0,38.0
654,10,1,0,1,10,1,0,6
655,12,1,0,3,12,1,0.0,36.0
656,9,1,3,1,9,1,9,1
657,7,1,0,0,7,1,0,0
658,47,2,0,4,47,2,0.0,70.0
659,18,5,0,0,18,5,0,0
660,19,1,2,0,19,1,71.0,0.0
661,38,1,4,1,38,1,56.0,23.0
662,47,1,0,3,47,1,0,51
663,24,2,0,3,24,2,0,35
664,12,1,1,1,12,1,1.0,33.0
665,1,1,1,0,1,1,1,0
666,5,1,0,1,5,1,0,4
667,21,1,1,2,21,1,-5.0,32.0
668,11,1,0,0,11,1,0,0
669,11,2,0,1,11,2,0,2
670,7,1,0,1,7,1,0,2
671,35,2,2,2,35,2,19,15
672,24,1,0,1,24,1,0.0,3.0
673,11,1,3,0,11,1,-5.0,0.0
674,12,1,0,2,12,1,0.0,10.0
675,50,1,1,3,50,1,23.0,96.0
676,9,1,3,0,9,1,16,0
677,18,2,0,4,18,2,0.0,35.0
678,183,4,6,12,183,4,271.5,796.0
679,64,1,11,3,64,1,564.0,225.0
680,24,1,2,0,24,1,73.0,0.0
681,42,1,3,1,42,1,55.0,-1.0
682,13,1,1,1,13,1,12,3
683,22,1,5,0,22,1,41,0
684,18,1,1,3,18,1,16,20
685,188,6,9,12,188,6,266.5,266.0
686,20,1,0,0,20,1,0,0
687,2,1,0,0,2,1,0,0
688,7,1,0,0,7,1,0,0
689,9,1,0,1,9,1,0,8
690,17,1,0,2,17,1,0,9
691,9,1,0,0,9,1,0,0
692,48,1,3,3,48,1,27.0,126.0
693,13,1,1,0,13,1,12,0
694,47,3,0,4,47,3,0.0,91.0
695,20,1,3,0,20,1,31,0
696,13,1,0,2,13,1,0.0,10.0
697,26,1,0,1,26,1,0,12
698,5,1,0,1,5,1,0.0,9.0
699,106,1,14,11,106,1,763.0,840.5
