doc_id,count_words,count_sentences,count_pos,count_neg,calculate_words,calculate_sentences,calculate_pos,calculate_neg
4961,25,2,0,5,25,2,0,23
4962,82,2,3,8,82,2,121.0,223.5
4963,24,1,4,1,24,1,149.0,22.0
4964,34,2,5,3,34,2,28.0,31.0
4965,5,1,0,0,5,1,0,0
4966,14,1,0,3,14,1,0.0,37.0
4967,90,3,8,5,90,3,83.0,138.0
4968,1,1,0,0,1,1,0,0
4969,25,1,0,2,25,1,0,35
4970,13,1,1,0,13,1,6.0,0.0
4971,9,1,0,2,9,1,0,8
4972,5,1,0,1,5,1,0,3
4973,6,1,1,0,6,1,5,0
4974,112,1,18,5,112,1,1016.0,238.0
4975,26,1,5,2,26,1,118.0,41.0
4976,75,1,17,2,75,1,696.0,93.0
4977,8,1,0,1,8,1,0,8
4978,35,1,2,5,35,1,42,98
4979,27,1,0,1,27,1,0.0,-8.0
4980,39,1,7,4,39,1,211.0,108.0
4981,34,1,2,1,34,1,0.0,92.0
4982,19,1,3,3,19,1,27,44
4983,21,1,1,1,21,1,11,6
4984,38,1,1,3,38,1,-10.0,84.0
4985,7,1,0,3,7,1,0.0,23.0
4986,15,1,0,3,15,1,0.0,45.0
4987,10,1,0,1,10,1,0,9
4988,100,1,13,9,100,1,799.0,543.0
4989,14,1,1,1,14,1,6,10
4990,92,1,12,5,92,1,611.0,258.0
4991,26,1,1,3,26,1,9,46
4992,15,1,3,0,15,1,25,0
4993,243,1,18,23,243,1,4661.0,4546.0
4994,84,1,12,3,84,1,416.0,191.0
4995,12,1,0,1,12,1,0,5
4996,50,1,10,0,50,1,1228.0,0.0
4997,7,1,0,0,7,1,0,0
4998,20,1,2,3,20,1,20,21
4999,12,1,1,0,12,1,7,0
5000,6,1,0,1,6,1,0,6
5001,110,4,3,12,110,4,71.0,233.0
5002,40,1,1,5,40,1,0.0,249.0
5003,20,2,1,2,20,2,10,7
5004,8,1,1,1,8,1,0.0,9.0
5005,28,1,4,4,28,1,58,51
5006,22,1,0,2,22,1,0,21
5007,49,1,2,2,49,1,72.0,16.0
5008,91,1,2,6,91,1,0.0,464.0
5009,16,1,1,1,16,1,6,8
5010,11,1,1,5,11,1,84.0,22.0
5011,18,1,0,0,18,1,0,0
5012,95,1,11,6,95,1,458.0,231.0
5013,17,1,2,1,17,1,23,16
5014,10,1,0,0,10,1,0,0
5015,14,1,1,0,14,1,9.0,0.0
5016,122,2,6,7,122,2,57.0,129.0
5017,11,1,0,1,11,1,0,6
5018,6,1,0,1,6,1,0,4
5019,39,1,2,5,39,1,-7.0,217.0
5020,9,1,0,0,9,1,0,0
5021,22,1,2,1,22,1,23,4
5022,3,1,0,0,3,1,0,0
5023,28,1,6,0,28,1,90,0
5024,12,1,2,0,12,1,40.0,0.0
5025,7,1,0,0,7,1,0,0
5026,22,1,0,3,22,1,0,46
5027,12,1,3,0,12,1,19,0
5028,6,1,0,0,6,1,0,0
5029,4,1,0,1,4,1,0,4
5030,21,2,0,3,21,2,0,13
5031,11,1,0,0,11,1,0,0
5032,99,4,2,8,99,4,62.0,122.0
5033,45,1,0,2,45,1,0.0,85.0
5034,21,1,0,2,21,1,0.0,22.0
5035,13,1,0,2,13,1,0.0,32.0
5036,41,4,1,0,41,4,4,0
5037,7,1,0,0,7,1,0,0
5038,48,4,1,1,48,4,-4.0,2.0
5039,6,1,0,1,6,1,0,3
5040,9,1,1,1,9,1,7.0,24.0
5041,24,1,2,0,24,1,6.5,0.0
5042,32,1,3,5,32,1,39.0,33.5
5043,13,1,2,2,13,1,10.0,36.0
5044,7,1,0,0,7,1,0,0
5045,7,1,0,1,7,1,0,2
5046,44,6,0,2,44,6,0.0,8.0
5047,9,1,0,0,9,1,0,0
5048,14,1,1,0,14,1,13,0
5049,68,3,8,3,68,3,86.0,41.0
5050,17,2,2,1,17,2,13,2
5051,9,1,0,1,9,1,0.0,3.0
5052,18,2,1,0,18,2,7,0
5053,10,1,1,0,10,1,4,0
5054,11,1,0,3,11,1,0.0,21.0
5055,12,1,0,0,12,1,0,0
5056,67,1,13,7,67,1,404.0,1152.0
5057,29,1,1,4,29,1,22.0,67.0
5058,47,1,5,1,47,1,236.0,0.5
5059,5,1,0,0,5,1,0,0
5060,29,2,0,3,29,2,0.0,64.0
5061,313,5,31,15,313,5,1447.0,1131.0
5062,38,3,1,5,38,3,22.0,50.0
5063,89,2,1,3,89,2,54.0,33.0
5064,31,2,0,1,31,2,0,8
5065,40,1,2,2,40,1,18.0,84.0
5066,80,6,5,3,80,6,69,16
5067,14,1,1,0,14,1,11,0
5068,18,1,2,1,18,1,21,2
5069,64,3,2,6,64,3,181.0,822.0
5070,12,1,2,0,12,1,-2.0,0.0
5071,116,3,11,14,116,3,220.0,512.0
5072,5,1,0,0,5,1,0,0
5073,11,1,1,1,11,1,36.0,5.0
5074,2,1,0,0,2,1,0,0
5075,26,2,0,0,26,2,0,0
5076,88,5,5,3,88,5,30.0,20.5
5077,55,1,1,5,55,1,0.0,366.0
5078,452,11,22,17,452,11,1937.5,672.0
5079,64,4,2,5,64,4,6.0,28.0
5080,3,1,0,1,3,1,0.0,3.0
5081,69,1,3,4,69,1,27.0,2176.0
5082,12,1,2,0,12,1,17,0
5083,20,1,1,1,20,1,11.0,39.0
5084,13,1,1,0,13,1,-12.0,0.0
5085,25,2,2,1,25,2,18,15
5086,10,1,0,0,10,1,0,0
5087,14,2,1,0,14,2,7,0
5088,14,2,0,0,14,2,0,0
5089,12,1,2,0,12,1,14,0
5090,30,1,3,2,30,1,32.0,51.0
5091,22,2,3,1,22,2,35,4
5092,16,1,2,1,16,1,11.5,5.0
5093,55,1,5,5,55,1,140,65
5094,9,1,2,3,9,1,10,14
5095,5,1,0,0,5,1,0,0
5096,22,1,2,3,22,1,21.0,41.0
5097,20,1,3,1,20,1,-9.0,7.0
5098,4,1,0,0,4,1,0,0
5099,3,1,0,0,3,1,0,0
5100,1,1,0,0,1,1,0,0
5101,37,1,7,5,37,1,115.0,249.0
5102,18,1,0,0,18,1,0,0
5103,57,1,12,4,57,1,401.0,122.0
5104,73,1,10,6,73,1,39.0,247.0
5105,13,1,1,0,13,1,4,0
5106,28,1,0,0,28,1,0,0
5107,26,1,0,2,26,1,0,8
5108,17,1,0,2,17,1,0,14
5109,24,3,3,0,24,3,49,0
5110,21,1,0,2,21,1,0.0,17.0
5111,21,1,1,0,21,1,-7.0,0.0
5112,11,1,0,0,11,1,0,0
5113,46,4,2,0,46,4,27,0
5114,15,3,3,1,15,3,25.0,1.0
5115,27,1,0,3,27,1,0,50
5116,11,1,1,1,11,1,6,2
5117,18,1,1,1,18,1,4.0,24.0
5118,4,1,0,0,4,1,0,0
5119,25,4,0,2,25,4,0,8
5120,6,1,0,3,6,1,0.0,27.0
5121,51,1,9,3,51,1,-133.0,313.5
5122,23,1,0,3,23,1,0.0,153.0
5123,12,1,0,0,12,1,0,0
5124,9,1,1,2,9,1,6,9
5125,35,1,3,3,35,1,171.0,46.0
5126,19,3,1,2,19,3,13,4
5127,41,1,1,6,41,1,15.0,97.0
5128,75,4,6,6,75,4,139.0,152.0
5129,26,1,0,2,26,1,0,31
5130,20,1,0,2,20,1,0.0,42.0
5131,2,1,0,0,2,1,0,0
5132,4,1,0,0,4,1,0,0
5133,5,1,0,1,5,1,0,2
5134,5,1,1,1,5,1,4,5
5135,2,1,0,1,2,1,0.0,3.0
5136,82,2,2,13,82,2,68.0,659.0
5137,6,1,0,0,6,1,0,0
5138,15,1,1,0,15,1,12,0
5139,8,1,0,2,8,1,0,11
5140,5,1,1,0,5,1,5,0
5141,16,1,0,0,16,1,0,0
5142,10,1,1,1,10,1,10,3
5143,5,1,0,0,5,1,0,0
5144,18,5,0,0,18,5,0,0
5145,22,1,5,1,22,1,5.0,23.0
5146,34,1,0,2,34,1,0,31
5147,429,1,8,33,429,1,467.5,6739.25
5148,45,6,1,3,45,6,4.0,9.0
5149,22,1,1,0,22,1,-48.0,0.0
5150,33,1,0,0,33,1,0,0
5151,78,1,10,11,78,1,361.0,577.0
5152,25,1,1,3,25,1,6.0,52.0
5153,61,1,7,1,61,1,257.0,41.0
5154,19,1,4,0,19,1,46,0
5155,10,1,0,2,10,1,0,15
5156,27,1,1,1,27,1,0.0,34.0
5157,5,1,0,1,5,1,0.0,4.0
5158,28,1,1,1,28,1,22.0,90.0
5159,14,1,1,0,14,1,24.0,0.0
5160,11,1,0,1,11,1,0,5
5161,29,1,2,1,29,1,18.0,29.0
5162,121,1,16,9,121,1,1084.5,783.0
5163,7,1,0,0,7,1,0,0
5164,169,5,17,10,169,5,449.0,94.0
5165,869,2,20,41,869,2,8364.5,42840.5
5166,16,1,1,1,16,1,5,2
5167,11,1,0,0,11,1,0,0
5168,64,3,0,3,64,3,0,17
5169,16,1,2,1,16,1,19.0,3.0
5170,57,4,3,4,57,4,31.0,36.0
5171,29,2,0,3,29,2,0.0,26.0
5172,27,1,2,3,27,1,45.0,50.0
5173,19,1,3,2,19,1,43,18
5174,6,1,0,0,6,1,0,0
5175,16,2,0,2,16,2,0,9
5176,20,1,2,0,20,1,90.0,0.0
5177,6,1,0,0,6,1,0,0
5178,14,1,0,1,14,1,0,8
5179,27,3,4,0,27,3,28,0
5180,11,1,0,0,11,1,0,0
5181,65,1,0,0,65,1,0,0
5182,10,1,1,0,10,1,5,0
5183,99,6,2,3,99,6,14.0,54.0
5184,12,1,2,1,12,1,4.0,2.0
5185,6,1,0,0,6,1,0,0
5186,193,1,3,10,193,1,222.0,2592.5
5187,171,1,31,21,171,1,3230.0,2350.0
5188,9,1,0,0,9,1,0,0
5189,35,1,4,4,35,1,75.0,45.0
5190,5,1,1,0,5,1,3,0
5191,687,10,49,34,687,10,5773.0,2287.0
5192,209,4,18,7,209,4,874.0,264.0
5193,14,1,0,1,14,1,0,14
5194,88,6,8,5,88,6,93,40
5195,19,2,3,1,19,2,10.0,1.0
5196,17,1,0,1,17,1,0.0,45.0
5197,17,1,1,3,17,1,1.0,93.0
5198,38,1,3,3,38,1,77.0,52.0
5199,437,21,21,37,437,21,282.0,604.0
5200,114,1,18,1,114,1,891.0,3.0
5201,11,1,0,2,11,1,0,10
5202,5,1,0,0,5,1,0,0
5203,24,1,1,0,24,1,48.0,0.0
5204,167,1,22,5,167,1,2130.0,534.0
5205,10,1,0,2,10,1,0,13
5206,79,1,11,2,79,1,431,80
5207,17,1,2,1,17,1,35.0,3.0
5208,67,1,12,3,67,1,425.0,106.0
5209,64,1,8,5,64,1,471.0,200.0
5210,65,1,1,2,65,1,54.0,-549.0
5211,9,1,0,1,9,1,0.0,-2.0
5212,7,1,0,2,7,1,0,8
5213,38,1,1,2,38,1,45.0,-12.0
5214,7,1,0,1,7,1,0,2
5215,2,1,0,0,2,1,0,0
5216,67,1,5,6,67,1,210.0,455.0
5217,90,1,6,5,90,1,158.0,79.0
5218,22,1,0,2,22,1,0,10
5219,28,1,5,2,28,1,170.0,43.0
5220,10,1,2,0,10,1,7,0
5221,14,1,0,1,14,1,0,13
5222,31,1,0,0,31,1,0,0
5223,14,1,3,0,14,1,7.0,0.0
5224,64,1,8,4,64,1,207.0,403.0
5225,22,1,0,1,22,1,0,8
5226,11,1,0,0,11,1,0,0
5227,200,1,4,4,200,1,259.0,1175.0
5228,12,1,2,0,12,1,11,0
5229,43,3,1,8,43,3,4.0,67.0
5230,1,1,0,1,1,1,0,1
5231,22,1,1,3,22,1,1,31
5232,38,1,2,4,38,1,37,79
5233,83,2,8,6,83,2,140,118
5234,25,4,0,4,25,4,0.0,19.0
5235,25,4,1,6,25,4,4.0,15.0
5236,19,2,1,2,19,2,2,2
5237,68,3,4,3,68,3,55.0,48.0
5238,24,2,1,1,24,2,5,4
5239,12,1,3,0,12,1,21,0
5240,19,1,2,1,19,1,12.0,32.0
5241,16,1,2,0,16,1,7.0,0.0
5242,163,9,20,9,163,9,193.0,103.0
5243,254,1,2,5,254,1,1082.0,821.0
5244,20,1,3,1,20,1,-2.0,51.0
5245,7,1,0,0,7,1,0,0
5246,64,4,4,1,64,4,30.0,15.0
5247,3,1,0,0,3,1,0,0
5248,23,1,0,1,23,1,0,2
5249,3,1,0,0,3,1,0,0
5250,25,1,5,1,25,1,111.0,1.0
5251,12,1,0,2,12,1,0.0,18.0
5252,9,1,0,0,9,1,0,0
5253,4,1,1,1,4,1,3.0,3.0
5254,2,1,0,0,2,1,0,0
5255,30,2,0,3,30,2,0.0,6.0
5256,40,1,4,0,40,1,80.5,0.0
5257,50,6,2,2,50,6,-4.0,7.0
5258,18,1,0,1,18,1,0.0,4.0
5259,29,2,0,3,29,2,0,19
5260,29,1,0,0,29,1,0,0
5261,554,21,60,29,554,21,2703.5,1360.0
5262,35,1,4,2,35,1,53.25,7.0
5263,5,1,0,1,5,1,0,1
5264,26,1,5,1,26,1,30.0,21.0
5265,27,1,2,1,27,1,37.0,0.0
5266,43,2,0,5,43,2,0.0,71.5
5267,25,1,0,2,25,1,0.0,-6.0
5268,51,5,5,5,51,5,39.0,32.0
5269,6,1,1,0,6,1,4,0
5270,7,1,0,0,7,1,0,0
5271,32,2,2,5,32,2,23.0,22.0
5272,40,1,4,3,40,1,15.0,174.0
5273,32,1,2,1,32,1,71.0,5.0
5274,33,2,4,1,33,2,77.0,9.0
5275,17,1,0,0,17,1,0,0
5276,18,1,2,0,18,1,-1.0,0.0
5277,4,1,0,2,4,1,0,4
5278,10,1,0,0,10,1,0,0
5279,24,1,2,0,24,1,-6.0,0.0
5280,25,1,5,2,25,1,70.0,28.0
5281,5,1,1,0,5,1,5,0
5282,21,1,1,1,21,1,3,2
5283,6,1,1,0,6,1,4,0
5284,7,1,1,0,7,1,5,0
5285,102,5,6,5,102,5,10.0,122.0
5286,12,1,0,0,12,1,0,0
5287,155,19,21,8,155,19,133.0,49.0
5288,11,1,0,2,11,1,0,8
5289,74,1,7,10,74,1,208.0,447.0
5290,29,1,1,1,29,1,15.0,12.0
5291,7,1,0,1,7,1,0,3
5292,24,1,0,0,24,1,0,0
5293,25,2,1,2,25,2,2.0,22.0
5294,79,3,4,9,79,3,46.0,46.0
5295,7,1,0,0,7,1,0,0
5296,122,2,4,8,122,2,183.0,1346.0
5297,38,1,1,6,38,1,5,187
5298,9,1,1,1,9,1,5,2
5299,18,1,1,0,18,1,15,0
5300,6,1,0,0,6,1,0,0
5301,18,1,0,0,18,1,0,0
5302,2,1,0,0,2,1,0,0
5303,70,1,5,2,70,1,546.0,63.0
5304,30,1,0,1,30,1,0,17
5305,29,1,5,0,29,1,50.0,0.0
5306,9,1,1,1,9,1,8,7
5307,126,4,3,12,126,4,71.0,264.0
5308,96,4,7,2,96,4,71.0,13.0
5309,14,1,0,0,14,1,0,0
5310,16,1,1,2,16,1,1.5,12.5
5311,21,1,0,0,21,1,0,0
5312,13,1,0,0,13,1,0,0
5313,27,1,3,3,27,1,16,72
5314,26,4,2,0,26,4,-4.0,0.0
5315,21,1,1,3,21,1,3,24
5316,21,1,3,0,21,1,261.0,0.0
5317,102,3,4,4,102,3,92,53
5318,17,1,1,2,17,1,-7.0,21.0
5319,11,1,0,1,11,1,0.0,36.0
5320,3,1,0,0,3,1,0,0
5321,12,1,2,0,12,1,10,0
5322,18,1,0,3,18,1,0.0,31.0
5323,58,3,2,3,58,3,42.0,66.0
5324,11,1,0,0,11,1,0,0
5325,108,3,4,1,108,3,129.0,306.0
5326,123,2,5,5,123,2,445.0,99.0
5327,11,2,0,1,11,2,0,5
5328,219,7,12,20,219,7,179.0,2129.0
5329,10,1,0,1,10,1,0,6
5330,45,1,1,3,45,1,36,38
5331,9,1,0,0,9,1,0,0
5332,27,1,4,0,27,1,66,0
5333,72,4,3,3,72,4,14.0,294.0
5334,93,2,2,5,93,2,79.0,256.0
5335,11,1,2,1,11,1,-4.0,2.0
5336,6,1,0,0,6,1,0,0
5337,29,1,3,4,29,1,-12.0,91.0
5338,236,10,5,20,236,10,28.0,280.0
5339,187,1,5,7,187,1,252.0,993.5
5340,7,1,0,1,7,1,0,5
5341,17,1,1,4,17,1,5.0,34.0
5342,26,1,0,1,26,1,0.0,-2.0
5343,31,2,1,3,31,2,7,28
5344,5,1,1,0,5,1,-1.0,0.0
5345,2,1,0,0,2,1,0,0
5346,16,3,0,0,16,3,0,0
5347,9,1,0,2,9,1,0.0,23.0
5348,84,3,2,3,84,3,-7.0,33.0
5349,40,1,2,0,40,1,56.5,0.0
5350,14,1,0,2,14,1,0.0,60.0
5351,14,1,1,3,14,1,14,14
5352,11,1,1,1,11,1,6,7
5353,56,2,8,2,56,2,315.0,24.0
5354,2,1,0,1,2,1,0,1
5355,25,1,1,1,25,1,1,9
5356,12,1,0,1,12,1,0,10
5357,194,1,44,12,194,1,3991,1415
5358,27,1,7,3,27,1,87,40
5359,782,14,94,34,782,14,6047.0,2505.5
5360,20,2,2,1,20,2,27.0,4.0
5361,17,1,0,0,17,1,0,0
5362,77,1,0,3,77,1,0.0,-82.0
5363,18,1,1,1,18,1,20.0,0.0
5364,7,1,0,0,7,1,0,0
5365,42,2,1,4,42,2,12.0,60.0
5366,32,1,5,3,32,1,56.5,144.0
5367,10,1,0,0,10,1,0,0
5368,12,1,0,0,12,1,0,0
5369,7,1,0,0,7,1,0,0
5370,5,1,1,0,5,1,3,0
5371,5,1,0,0,5,1,0,0
5372,176,1,4,9,176,1,519.0,-259.0
5373,20,2,1,0,20,2,5,0
5374,40,1,4,2,40,1,52.0,91.0
5375,15,2,1,0,15,2,3,0
5376,35,3,2,0,35,3,28.0,0.0
5377,103,1,16,6,103,1,760.0,243.0
5378,8,1,0,0,8,1,0,0
5379,37,2,1,4,37,2,63.0,39.0
5380,17,1,4,0,17,1,39.5,0.0
5381,12,1,0,1,12,1,0,8
5382,28,1,3,2,28,1,49,17
5383,50,2,3,2,50,2,-18.0,123.0
5384,2,1,0,0,2,1,0,0
5385,15,1,3,2,15,1,24.0,42.0
5386,120,1,19,6,120,1,1713.0,203.0
5387,44,3,3,2,44,3,99.0,5.0
5388,24,1,0,0,24,1,0,0
5389,4,1,0,0,4,1,0,0
5390,230,2,41,5,230,2,2159.0,246.0
5391,43,1,0,0,43,1,0,0
5392,14,1,1,0,14,1,9,0
5393,10,1,1,0,10,1,4,0
5394,121,2,8,6,121,2,479.0,414.0
5395,28,1,6,1,28,1,88.0,12.0
5396,1,2,0,0,1,2,0,0
5397,14,1,3,2,14,1,31,18
5398,13,1,0,1,13,1,0,9
5399,24,1,2,1,24,1,14,3
5400,51,1,12,7,51,1,340.0,305.0
5401,23,1,3,1,23,1,92.0,6.0
5402,7,1,0,0,7,1,0,0
5403,31,1,1,3,31,1,75.0,68.0
5404,31,1,3,0,31,1,91.0,0.0
5405,12,1,2,0,12,1,17,0
5406,494,21,24,35,494,21,393.0,1359.0
5407,7,1,0,0,7,1,0,0
5408,9,1,1,1,9,1,12.0,8.0
5409,157,5,12,12,157,5,90.0,217.0
5410,24,2,4,4,24,2,34.0,28.0
5411,30,1,1,2,30,1,89.0,-9.0
5412,45,2,2,8,45,2,41.0,109.0
5413,31,1,2,2,31,1,26.0,66.0
5414,32,3,2,1,32,3,24,8
5415,27,1,0,1,27,1,0.0,-30.0
5416,28,2,4,1,28,2,53.0,0.5
5417,8,1,1,0,8,1,1,0
5418,8,1,0,0,8,1,0,0
5419,17,2,2,0,17,2,23.0,0.0
5420,4,1,0,1,4,1,0,3
5421,23,2,3,0,23,2,22,0
5422,6,1,0,0,6,1,0,0
5423,8,1,0,0,8,1,0,0
5424,13,1,0,1,13,1,0,9
5425,20,1,0,3,20,1,0,10
5426,34,1,0,6,34,1,0.0,97.0
5427,26,1,2,1,26,1,-15.0,32.0
5428,7,1,0,1,7,1,0,4
5429,21,1,0,2,21,1,0,23
5430,15,1,0,1,15,1,0.0,32.0
5431,11,1,0,1,11,1,0.0,-3.0
5432,11,1,2,0,11,1,13,0
5433,24,1,0,0,24,1,0,0
5434,386,15,47,21,386,15,1317.0,582.0
5435,7,1,0,0,7,1,0,0
5436,34,1,0,3,34,1,0.0,1.0
5437,11,1,0,0,11,1,0,0
5438,14,1,1,0,14,1,3.0,0.0
5439,9,1,1,0,9,1,2,0
5440,14,1,1,0,14,1,14,0
5441,25,2,2,1,25,2,23.0,6.0
5442,32,1,1,3,32,1,22.0,108.0
5443,10,1,0,0,10,1,0,0
5444,39,1,0,1,39,1,0.0,276.0
5445,6,1,0,0,6,1,0,0
5446,15,1,0,4,15,1,0.0,49.0
5447,31,1,0,4,31,1,0.0,109.5
5448,14,1,2,0,14,1,-3.0,0.0
5449,3,1,0,0,3,1,0,0
5450,18,1,0,1,18,1,0.0,2.0
5451,444,16,42,23,444,16,1097.0,592.0
5452,41,1,1,3,41,1,0.0,55.0
5453,10,1,1,1,10,1,6.0,3.0
5454,9,1,0,1,9,1,0,1
5455,5,1,0,0,5,1,0,0
5456,33,1,0,1,33,1,0.0,48.0
5457,41,1,0,1,41,1,0.0,16.0
5458,26,1,5,1,26,1,37.0,25.0
5459,59,1,2,7,59,1,89.0,170.0
5460,23,1,5,0,23,1,60,0
5461,3,1,0,0,3,1,0,0
5462,504,26,46,31,504,26,717.0,435.0
5463,15,2,0,0,15,2,0,0
5464,6,1,0,2,6,1,0.0,9.0
5465,21,1,0,1,21,1,0.0,8.0
5466,8,1,0,1,8,1,0.0,6.0
5467,13,2,2,0,13,2,6,0
5468,28,1,0,2,28,1,0,22
5469,24,2,2,0,24,2,22,0
5470,6,1,1,2,6,1,0.0,11.0
5471,10,1,1,1,10,1,18.0,2.0
5472,9,1,0,1,9,1,0.0,-4.0
5473,11,1,2,1,11,1,4.0,6.0
5474,26,2,0,0,26,2,0,0
5475,192,2,6,5,192,2,65.0,266.0
5476,11,2,1,0,11,2,9.0,0.0
5477,22,1,3,0,22,1,12.0,0.0
5478,25,1,0,1,25,1,0.0,42.0
5479,2,1,0,0,2,1,0,0
5480,77,1,13,7,77,1,609.0,539.0
5481,63,2,1,8,63,2,23.0,245.0
5482,228,9,79,5,228,9,1058.0,113.0
5483,16,1,1,0,16,1,3,0
5484,17,1,0,0,17,1,0,0
5485,36,2,7,1,36,2,42,11
5486,5,1,0,0,5,1,0,0
5487,87,2,10,1,87,2,461.0,6.0
5488,5,1,0,0,5,1,0,0
5489,26,1,0,2,26,1,0,33
5490,29,1,3,2,29,1,48,35
5491,19,2,0,1,19,2,0,1
5492,29,2,1,1,29,2,8,11
5493,45,1,1,0,45,1,52.0,0.0
5494,12,1,0,0,12,1,0,0
5495,14,1,1,0,14,1,8,0
5496,42,1,2,5,42,1,69.0,174.0
5497,8,1,0,0,8,1,0,0
5498,24,1,0,1,24,1,0,2
5499,5,1,1,0,5,1,4,0
5500,5,1,0,1,5,1,0,5
5501,10,1,2,0,10,1,6.5,0.0
5502,20,1,2,1,20,1,53.0,36.0
5503,7,1,0,0,7,1,0,0
5504,11,1,0,1,11,1,0,10
5505,197,8,10,7,197,8,118.0,40.0
5506,11,1,0,0,11,1,0,0
5507,237,1,20,26,237,1,1578.0,2421.0
5508,7,1,1,0,7,1,6,0
5509,6,1,0,0,6,1,0,0
5510,24,1,3,3,24,1,55.5,50.0
5511,1,1,0,1,1,1,0,1
5512,16,1,3,3,16,1,26,19
5513,35,2,1,2,35,2,11.0,10.0
5514,29,1,0,4,29,1,0.0,110.0
5515,34,3,1,0,34,3,-3.0,0.0
5516,18,5,0,0,18,5,0,0
5517,18,1,1,1,18,1,9,10
5518,104,4,7,6,104,4,47.0,187.0
5519,38,1,2,4,38,1,39,68
5520,87,4,4,2,87,4,67,8
5521,14,1,0,0,14,1,0,0
5522,31,2,2,1,31,2,39,4
5523,105,1,4,8,105,1,151.0,2368.0
5524,22,1,1,3,22,1,15,36
5525,74,4,2,7,74,4,43.0,148.0
5526,8,1,0,1,8,1,0,2
5527,20,1,6,0,20,1,42,0
5528,38,2,1,7,38,2,13,62
5529,7,1,0,0,7,1,0,0
5530,33,1,1,3,33,1,-81.0,379.0
5531,42,1,6,3,42,1,139.0,184.0
5532,28,2,1,2,28,2,6,9
5533,9,2,0,1,9,2,0,1
5534,39,1,0,1,39,1,0,24
5535,106,2,7,10,106,2,107.5,186.0
5536,56,1,5,3,56,1,108.0,92.0
5537,63,2,3,6,63,2,56.0,218.0
5538,24,2,0,0,24,2,0,0
5539,24,1,0,2,24,1,0.0,21.0
5540,8,1,0,2,8,1,0.0,29.0
5541,300,7,16,8,300,7,1029.5,220.625
5542,345,3,10,15,345,3,11973.0,1735.5
5543,28,1,2,3,28,1,-15.0,20.0
5544,21,1,1,0,21,1,14,0
5545,16,1,1,2,16,1,10,27
5546,23,1,3,3,23,1,53.0,33.0
5547,6,1,1,0,6,1,-2.0,0.0
5548,11,1,0,1,11,1,0,4
5549,2,1,0,0,2,1,0,0
5550,12,1,0,0,12,1,0,0
5551,19,1,0,1,19,1,0.0,-12.0
5552,24,1,5,2,24,1,64,29
5553,12,1,3,1,12,1,26.0,8.0
5554,66,1,6,3,66,1,128.0,263.0
5555,42,1,5,2,42,1,143.0,3.0
5556,7,1,1,0,7,1,3,0
5557,162,6,5,12,162,6,157.0,194.0
5558,866,11,45,44,866,11,4208.5,2770.0
5559,15,1,2,0,15,1,15,0
5560,16,2,1,0,16,2,5,0
5561,4,1,0,1,4,1,0,4
5562,8,1,1,2,8,1,4.0,24.0
5563,142,3,4,12,142,3,174.0,364.0
5564,7,1,0,0,7,1,0,0
5565,16,1,3,1,16,1,36.0,4.0
5566,1,1,0,0,1,1,0,0
5567,6,1,0,0,6,1,0,0
5568,22,1,2,0,22,1,53.0,0.0
5569,8,1,0,1,8,1,0,2
5570,8,1,1,0,8,1,18.0,0.0
5571,24,1,3,1,24,1,42,11
5572,92,1,6,8,92,1,334.0,398.0
5573,430,15,22,22,430,15,481.0,294.0
5574,25,2,1,1,25,2,10,12
5575,51,1,6,3,51,1,150.0,89.5
5576,12,1,0,2,12,1,0.0,22.0
5577,529,1,42,14,529,1,10676.5,3694.0
5578,219,3,35,20,219,3,3391.0,2295.0
5579,10,1,0,0,10,1,0,0
5580,25,2,1,0,25,2,14,0
5581,87,2,9,2,87,2,202.0,31.0
5582,10,1,1,1,10,1,0.0,33.0
5583,16,1,0,1,16,1,0,6
5584,100,1,9,5,100,1,375.5,359.5
5585,556,13,16,38,556,13,904.0,1574.0
5586,72,2,4,0,72,2,126,0
5587,119,1,22,7,119,1,1473.0,290.0
5588,25,1,2,0,25,1,49.0,0.0
5589,4,1,0,0,4,1,0,0
5590,16,1,0,2,16,1,0.0,11.5
5591,15,2,0,2,15,2,0,16
5592,7,1,0,0,7,1,0,0
5593,8,1,2,0,8,1,11,0
5594,105,1,0,7,105,1,0.0,-96.0
5595,21,1,0,2,21,1,0.0,62.0
5596,22,1,1,2,22,1,6,32
5597,14,2,2,1,14,2,7,7
5598,10,1,0,1,10,1,0.0,3.0
5599,86,1,3,3,86,1,351.0,-80.0
5600,7,1,1,1,7,1,4,6
5601,3,1,0,0,3,1,0,0
5602,41,1,8,3,41,1,181.0,54.0
5603,75,1,0,5,75,1,0.0,184.0
5604,55,7,1,2,55,7,-2.0,4.0
5605,6,1,0,0,6,1,0,0
5606,49,3,7,4,49,3,34.0,48.0
5607,21,2,1,2,21,2,8,14
5608,27,2,1,0,27,2,10,0
5609,13,1,0,2,13,1,0,14
5610,61,1,15,2,61,1,481.0,30.0
5611,31,2,1,4,31,2,13.0,35.0
5612,12,2,0,0,12,2,0,0
5613,8,1,0,1,8,1,0,3
5614,34,3,2,2,34,3,23,4
5615,22,1,3,3,22,1,30.0,65.0
5616,7,1,0,0,7,1,0,0
5617,6,1,0,1,6,1,0,2
5618,8,1,0,0,8,1,0,0
5619,5,1,0,0,5,1,0,0
5620,85,3,13,4,85,3,207.0,31.0
